시도,행정구역,학제,학업중단자 합계,유예,면제,소계,품행,제적
경북,봉화군,(일반고),0,0,0,0,0,0
경북,봉화군,(특성화고),5,0,0,4,1,0
경북,봉화군,(자율고),3,0,0,3,0,0
경북,봉화군,소계,22,11,3,7,1,0
경북,울진군,초등학교,7,3,4,0,0,0
경북,울진군,중학교,8,8,0,0,0,0
경북,울진군,고등학교,25,1,0,23,1,0
경북,울진군,(일반고),10,0,0,10,0,0
경북,울진군,(특목고),2,0,0,2,0,0
경북,울진군,(특성화고),9,0,0,8,1,0
경북,울진군,(자율고),4,1,0,3,0,0
경북,울진군,소계,40,12,4,23,1,0
경북,울릉군,초등학교,0,0,0,0,0,0
경북,울릉군,중학교,0,0,0,0,0,0
경북,울릉군,고등학교,1,0,0,1,0,0
경북,울릉군,(특성화고),1,0,0,1,0,0
경북,울릉군,소계,1,0,0,1,0,0
경북,계,초등학교,324,133,191,0,0,0
경북,계,중학교,261,218,43,0,0,0
경북,계,고등학교,1126,9,2,1062,49,4
경북,계,(일반고),561,3,0,547,8,3
경북,계,(특목고),50,0,0,50,0,0
경북,계,(특성화고),452,5,2,403,41,1
경북,계,(자율고),63,1,0,62,0,0
경북,계,소계,1711,360,236,1062,49,4
경남,창원시,초등학교,134,43,91,0,0,0
경남,창원시,중학교,114,81,33,0,0,0
경남,창원시,고등학교,410,0,0,401,9,0
경남,창원시,(일반고),316,0,0,310,6,0
경남,창원시,(특목고),0,0,0,0,0,0
경남,창원시,(특성화고),62,0,0,60,2,0
경남,창원시,(자율고),32,0,0,31,1,0
경남,창원시,소계,658,124,124,401,9,0
경남,진주시,초등학교,52,20,32,0,0,0
경남,진주시,중학교,35,26,9,0,0,0
경남,진주시,고등학교,161,0,0,152,9,0
경남,진주시,(일반고),74,0,0,72,2,0
경남,진주시,(특목고),13,0,0,13,0,0
경남,진주시,(특성화고),63,0,0,56,7,0
경남,진주시,(자율고),11,0,0,11,0,0
경남,진주시,소계,248,46,41,152,9,0
경남,통영시,초등학교,14,2,12,0,0,0
경남,통영시,중학교,14,14,0,0,0,0
경남,통영시,고등학교,99,1,0,73,25,0
경남,통영시,(일반고),99,1,0,73,25,0
경남,통영시,소계,127,17,12,73,25,0
경남,사천시,초등학교,10,4,6,0,0,0
경남,사천시,중학교,9,7,2,0,0,0
경남,사천시,고등학교,44,0,0,43,1,0
경남,사천시,(일반고),31,0,0,30,1,0
경남,사천시,(특목고),3,0,0,3,0,0
경남,사천시,(특성화고),10,0,0,10,0,0
경남,사천시,소계,63,11,8,43,1,0
경남,김해시,초등학교,82,31,51,0,0,0
경남,김해시,중학교,66,51,15,0,0,0
경남,김해시,고등학교,289,0,0,278,11,0
경남,김해시,(일반고),163,0,0,155,8,0
경남,김해시,(특목고),1,0,0,1,0,0
경남,김해시,(특성화고),77,0,0,74,3,0
경남,김해시,(자율고),48,0,0,48,0,0
경남,김해시,소계,437,82,66,278,11,0
경남,밀양시,초등학교,13,5,8,0,0,0
경남,밀양시,중학교,5,2,3,0,0,0
경남,밀양시,고등학교,55,1,0,47,7,0
경남,밀양시,(일반고),27,1,0,24,2,0
경남,밀양시,(특성화고),28,0,0,23,5,0
경남,밀양시,소계,73,8,11,47,7,0
경남,거제시,초등학교,60,24,36,0,0,0
경남,거제시,중학교,26,26,0,0,0,0
경남,거제시,고등학교,113,0,0,105,8,0
경남,거제시,(일반고),48,0,0,46,2,0
경남,거제시,(특목고),3,0,0,3,0,0
경남,거제시,(특성화고),43,0,0,41,2,0
경남,거제시,(자율고),19,0,0,15,4,0
경남,거제시,소계,199,50,36,105,8,0
경남,양산시,초등학교,42,27,15,0,0,0
경남,양산시,중학교,31,26,5,0,0,0
경남,양산시,고등학교,120,0,0,119,1,0
경남,양산시,(일반고),102,0,0,101,1,0
경남,양산시,(특목고),5,0,0,5,0,0
경남,양산시,(자율고),13,0,0,13,0,0
경남,양산시,소계,193,53,20,119,1,0
경남,의령군,초등학교,1,1,0,0,0,0
경남,의령군,중학교,1,1,0,0,0,0
경남,의령군,고등학교,4,0,0,3,1,0
경남,의령군,(일반고),2,0,0,2,0,0
경남,의령군,(특성화고),2,0,0,1,1,0
경남,의령군,소계,6,2,0,3,1,0
경남,함안군,초등학교,3,2,1,0,0,0
경남,함안군,중학교,5,5,0,0,0,0
경남,함안군,고등학교,27,0,0,25,1,1
경남,함안군,(일반고),23,0,0,22,0,1
경남,함안군,(특성화고),4,0,0,3,1,0
경남,함안군,소계,35,7,1,25,1,1
경남,창녕군,초등학교,3,0,3,0,0,0
경남,창녕군,중학교,1,1,0,0,0,0
경남,창녕군,고등학교,26,0,0,26,0,0
경남,창녕군,(일반고),19,0,0,19,0,0
경남,창녕군,(특성화고),7,0,0,7,0,0
경남,창녕군,소계,30,1,3,26,0,0
경남,고성군,초등학교,3,1,2,0,0,0
경남,고성군,중학교,9,9,0,0,0,0
경남,고성군,고등학교,19,0,0,18,1,0
경남,고성군,(일반고),12,0,0,12,0,0
경남,고성군,(특성화고),7,0,0,6,1,0
경남,고성군,소계,31,10,2,18,1,0
경남,남해군,초등학교,2,2,0,0,0,0
경남,남해군,중학교,0,0,0,0,0,0
경남,남해군,고등학교,27,0,0,25,2,0
경남,남해군,(일반고),16,0,0,16,0,0
경남,남해군,(특성화고),11,0,0,9,2,0
경남,남해군,소계,29,2,0,25,2,0
경남,하동군,초등학교,7,6,1,0,0,0
경남,하동군,중학교,6,5,1,0,0,0
경남,하동군,고등학교,14,1,0,12,1,0
경남,하동군,(일반고),14,1,0,12,1,0
경남,하동군,소계,27,12,2,12,1,0
경남,산청군,초등학교,8,5,3,0,0,0
경남,산청군,중학교,7,7,0,0,0,0
경남,산청군,고등학교,20,0,0,20,0,0
경남,산청군,(일반고),14,0,0,14,0,0
경남,산청군,(특성화고),6,0,0,6,0,0
경남,산청군,소계,35,12,3,20,0,0
경남,함양군,초등학교,2,1,1,0,0,0
경남,함양군,중학교,1,1,0,0,0,0
경남,함양군,고등학교,12,1,0,11,0,0
경남,함양군,(일반고),5,1,0,4,0,0
경남,함양군,(특성화고),7,0,0,7,0,0
경남,함양군,소계,15,3,1,11,0,0
경남,거창군,초등학교,2,1,1,0,0,0
경남,거창군,중학교,5,5,0,0,0,0
경남,거창군,고등학교,26,1,0,24,0,1
경남,거창군,(일반고),23,1,0,21,0,1
경남,거창군,(특성화고),3,0,0,3,0,0
경남,거창군,소계,33,7,1,24,0,1
경남,합천군,초등학교,2,0,2,0,0,0
경남,합천군,중학교,7,2,5,0,0,0
경남,합천군,고등학교,15,0,0,15,0,0
경남,합천군,(일반고),4,0,0,4,0,0
경남,합천군,(특성화고),11,0,0,11,0,0
경남,합천군,소계,24,2,7,15,0,0
경남,계,초등학교,440,175,265,0,0,0
경남,계,중학교,342,269,73,0,0,0
경남,계,고등학교,1481,5,0,1397,77,2
경남,계,(일반고),992,5,0,937,48,2
경남,계,(특목고),25,0,0,25,0,0
경남,계,(특성화고),341,0,0,317,24,0
경남,계,(자율고),123,0,0,118,5,0
경남,계,소계,2263,449,338,1397,77,2
제주,제주시,초등학교,104,43,61,0,0,0
제주,제주시,중학교,71,56,15,0,0,0
제주,제주시,고등학교,152,0,0,151,1,0
제주,제주시,(일반고),121,0,0,120,1,0
제주,제주시,(특목고),8,0,0,8,0,0
제주,제주시,(특성화고),23,0,0,23,0,0
제주,제주시,소계,327,99,76,151,1,0
제주,서귀포시,초등학교,28,15,13,0,0,0
제주,서귀포시,중학교,26,24,2,0,0,0
제주,서귀포시,고등학교,57,0,0,52,5,0
제주,서귀포시,(일반고),36,0,0,34,2,0
제주,서귀포시,(특성화고),21,0,0,18,3,0
제주,서귀포시,소계,111,39,15,52,5,0
제주,계,초등학교,132,58,74,0,0,0
제주,계,중학교,97,80,17,0,0,0
제주,계,고등학교,209,0,0,203,6,0
제주,계,(일반고),157,0,0,154,3,0
제주,계,(특목고),8,0,0,8,0,0
제주,계,(특성화고),44,0,0,41,3,0
제주,계,소계,438,138,91,203,6,0
