시도,행정구역,학제,학업중단자 합계,유예,면제,소계,품행,제적
강원,고성군,초등학교,3,0,3,0,0,0
강원,고성군,중학교,4,4,0,0,0,0
강원,고성군,고등학교,32,0,0,31,1,0
강원,고성군,(일반고),4,0,0,4,0,0
강원,고성군,(특성화고),28,0,0,27,1,0
강원,고성군,소계,39,4,3,31,1,0
강원,양양군,초등학교,5,5,0,0,0,0
강원,양양군,중학교,1,1,0,0,0,0
강원,양양군,고등학교,12,0,0,11,1,0
강원,양양군,(일반고),12,0,0,11,1,0
강원,양양군,소계,18,6,0,11,1,0
강원,계,초등학교,308,179,129,0,0,0
강원,계,중학교,216,191,25,0,0,0
강원,계,고등학교,782,0,0,745,32,5
강원,계,(일반고),427,0,0,413,9,5
강원,계,(특목고),11,0,0,11,0,0
강원,계,(특성화고),341,0,0,318,23,0
강원,계,(자율고),3,0,0,3,0,0
강원,계,소계,1306,370,154,745,32,5
충북,청주시,초등학교,166,52,114,0,0,0
충북,청주시,중학교,147,104,43,0,0,0
충북,청주시,고등학교,453,2,0,445,6,0
충북,청주시,(일반고),213,0,0,211,2,0
충북,청주시,(특목고),23,2,0,21,0,0
충북,청주시,(특성화고),190,0,0,186,4,0
충북,청주시,(자율고),27,0,0,27,0,0
충북,청주시,소계,766,158,157,445,6,0
충북,충주시,초등학교,26,10,16,0,0,0
충북,충주시,중학교,22,19,3,0,0,0
충북,충주시,고등학교,95,2,0,89,2,2
충북,충주시,(일반고),52,1,0,47,2,2
충북,충주시,(특성화고),29,1,0,28,0,0
충북,충주시,(자율고),14,0,0,14,0,0
충북,충주시,소계,143,31,19,89,2,2
충북,제천시,초등학교,10,6,4,0,0,0
충북,제천시,중학교,14,13,1,0,0,0
충북,제천시,고등학교,70,0,0,67,3,0
충북,제천시,(일반고),17,0,0,17,0,0
충북,제천시,(특성화고),53,0,0,50,3,0
충북,제천시,소계,94,19,5,67,3,0
충북,보은군,초등학교,6,3,3,0,0,0
충북,보은군,중학교,2,1,1,0,0,0
충북,보은군,고등학교,43,0,0,42,1,0
충북,보은군,(일반고),3,0,0,3,0,0
충북,보은군,(특성화고),40,0,0,39,1,0
충북,보은군,소계,51,4,4,42,1,0
충북,옥천군,초등학교,1,0,1,0,0,0
충북,옥천군,중학교,5,5,0,0,0,0
충북,옥천군,고등학교,16,0,0,15,1,0
충북,옥천군,(일반고),3,0,0,3,0,0
충북,옥천군,(특성화고),13,0,0,12,1,0
충북,옥천군,소계,22,5,1,15,1,0
충북,영동군,초등학교,7,2,5,0,0,0
충북,영동군,중학교,3,3,0,0,0,0
충북,영동군,고등학교,12,2,0,10,0,0
충북,영동군,(일반고),4,0,0,4,0,0
충북,영동군,(특성화고),8,2,0,6,0,0
충북,영동군,소계,22,7,5,10,0,0
충북,진천군,초등학교,8,2,6,0,0,0
충북,진천군,중학교,5,3,2,0,0,0
충북,진천군,고등학교,37,0,0,37,0,0
충북,진천군,(일반고),16,0,0,16,0,0
충북,진천군,(특목고),10,0,0,10,0,0
충북,진천군,(특성화고),11,0,0,11,0,0
충북,진천군,소계,50,5,8,37,0,0
충북,괴산군,초등학교,2,1,1,0,0,0
충북,괴산군,중학교,7,7,0,0,0,0
충북,괴산군,고등학교,9,1,0,8,0,0
충북,괴산군,(일반고),9,1,0,8,0,0
충북,괴산군,소계,18,9,1,8,0,0
충북,음성군,초등학교,9,4,5,0,0,0
충북,음성군,중학교,8,6,2,0,0,0
충북,음성군,고등학교,25,0,0,24,0,1
충북,음성군,(일반고),23,0,0,22,0,1
충북,음성군,(특목고),2,0,0,2,0,0
충북,음성군,소계,42,10,7,24,0,1
충북,단양군,초등학교,0,0,0,0,0,0
충북,단양군,중학교,1,0,1,0,0,0
충북,단양군,고등학교,3,0,0,3,0,0
충북,단양군,(특성화고),1,0,0,1,0,0
충북,단양군,(자율고),2,0,0,2,0,0
충북,단양군,소계,4,0,1,3,0,0
충북,증평군,초등학교,3,0,3,0,0,0
충북,증평군,중학교,1,1,0,0,0,0
충북,증평군,고등학교,96,0,0,93,3,0
충북,증평군,(일반고),3,0,0,3,0,0
충북,증평군,(특성화고),93,0,0,90,3,0
충북,증평군,소계,100,1,3,93,3,0
충북,계,초등학교,238,80,158,0,0,0
충북,계,중학교,215,162,53,0,0,0
충북,계,고등학교,859,7,0,833,16,3
충북,계,(일반고),343,2,0,334,4,3
충북,계,(특목고),35,2,0,33,0,0
충북,계,(특성화고),438,3,0,423,12,0
충북,계,(자율고),43,0,0,43,0,0
충북,계,소계,1312,249,211,833,16,3
충남,천안시,초등학교,144,57,87,0,0,0
충남,천안시,중학교,103,86,17,0,0,0
충남,천안시,고등학교,386,0,1,374,11,0
충남,천안시,(일반고),297,0,1,286,10,0
충남,천안시,(특목고),8,0,0,8,0,0
충남,천안시,(특성화고),60,0,0,59,1,0
충남,천안시,(자율고),21,0,0,21,0,0
충남,천안시,소계,633,143,105,374,11,0
충남,공주시,초등학교,8,3,5,0,0,0
충남,공주시,중학교,10,10,0,0,0,0
충남,공주시,고등학교,51,0,0,49,2,0
충남,공주시,(일반고),24,0,0,24,0,0
충남,공주시,(특목고),2,0,0,2,0,0
충남,공주시,(특성화고),25,0,0,23,2,0
충남,공주시,소계,69,13,5,49,2,0
충남,보령시,초등학교,16,4,12,0,0,0
충남,보령시,중학교,13,12,1,0,0,0
충남,보령시,고등학교,39,0,0,38,1,0
충남,보령시,(일반고),11,0,0,11,0,0
충남,보령시,(특성화고),28,0,0,27,1,0
충남,보령시,소계,68,16,13,38,1,0
충남,아산시,초등학교,113,31,82,0,0,0
충남,아산시,중학교,36,21,15,0,0,0
충남,아산시,고등학교,144,3,1,132,8,0
충남,아산시,(일반고),126,3,1,114,8,0
충남,아산시,(특목고),7,0,0,7,0,0
충남,아산시,(특성화고),3,0,0,3,0,0
충남,아산시,(자율고),8,0,0,8,0,0
충남,아산시,소계,293,55,98,132,8,0
충남,서산시,초등학교,29,11,18,0,0,0
충남,서산시,중학교,25,19,6,0,0,0
충남,서산시,고등학교,69,0,0,64,5,0
충남,서산시,(일반고),56,0,0,51,5,0
충남,서산시,(특성화고),9,0,0,9,0,0
충남,서산시,(자율고),4,0,0,4,0,0
충남,서산시,소계,123,30,24,64,5,0
충남,논산시,초등학교,13,10,3,0,0,0
충남,논산시,중학교,8,7,1,0,0,0
충남,논산시,고등학교,98,1,0,82,15,0
충남,논산시,(일반고),27,0,0,26,1,0
충남,논산시,(특목고),4,0,0,4,0,0
충남,논산시,(특성화고),65,1,0,50,14,0
충남,논산시,(자율고),2,0,0,2,0,0
충남,논산시,소계,119,18,4,82,15,0
충남,계룡시,초등학교,21,6,15,0,0,0
충남,계룡시,중학교,12,8,4,0,0,0
충남,계룡시,고등학교,12,0,0,12,0,0
충남,계룡시,(일반고),5,0,0,5,0,0
충남,계룡시,(자율고),7,0,0,7,0,0
충남,계룡시,소계,45,14,19,12,0,0
충남,금산군,초등학교,2,2,0,0,0,0
충남,금산군,중학교,4,4,0,0,0,0
충남,금산군,고등학교,20,1,0,18,1,0
충남,금산군,(일반고),6,0,0,6,0,0
충남,금산군,(특성화고),14,1,0,12,1,0
충남,금산군,소계,26,7,0,18,1,0
충남,부여군,초등학교,15,12,3,0,0,0
충남,부여군,중학교,9,8,1,0,0,0
충남,부여군,고등학교,25,0,0,25,0,0
충남,부여군,(일반고),5,0,0,5,0,0
충남,부여군,(특목고),2,0,0,2,0,0
충남,부여군,(특성화고),18,0,0,18,0,0
충남,부여군,소계,49,20,4,25,0,0
충남,서천군,초등학교,1,1,0,0,0,0
충남,서천군,중학교,0,0,0,0,0,0
충남,서천군,고등학교,39,0,0,39,0,0
충남,서천군,(일반고),11,0,0,11,0,0
충남,서천군,(특목고),4,0,0,4,0,0
충남,서천군,(특성화고),20,0,0,20,0,0
충남,서천군,(자율고),4,0,0,4,0,0
충남,서천군,소계,40,1,0,39,0,0
충남,청양군,초등학교,0,0,0,0,0,0
충남,청양군,중학교,1,1,0,0,0,0
충남,청양군,고등학교,12,0,0,11,0,1
충남,청양군,(일반고),12,0,0,11,0,1
충남,청양군,소계,13,1,0,11,0,1
충남,홍성군,초등학교,11,6,5,0,0,0
충남,홍성군,중학교,11,9,2,0,0,0
충남,홍성군,고등학교,36,2,0,32,2,0
충남,홍성군,(일반고),30,0,0,28,2,0
충남,홍성군,(특성화고),6,2,0,4,0,0
충남,홍성군,소계,58,17,7,32,2,0
충남,예산군,초등학교,6,4,2,0,0,0
충남,예산군,중학교,3,3,0,0,0,0
충남,예산군,고등학교,61,0,0,60,1,0
충남,예산군,(일반고),45,0,0,44,1,0
충남,예산군,(특성화고),14,0,0,14,0,0
충남,예산군,(자율고),2,0,0,2,0,0
충남,예산군,소계,70,7,2,60,1,0
충남,태안군,초등학교,7,2,5,0,0,0
충남,태안군,중학교,5,5,0,0,0,0
충남,태안군,고등학교,19,0,0,15,4,0
충남,태안군,(일반고),19,0,0,15,4,0
충남,태안군,소계,31,7,5,15,4,0
충남,당진시,초등학교,17,5,12,0,0,0
충남,당진시,중학교,27,27,0,0,0,0
충남,당진시,고등학교,53,1,0,51,1,0
충남,당진시,(일반고),35,1,0,34,0,0
충남,당진시,(특목고),4,0,0,4,0,0
충남,당진시,(특성화고),14,0,0,13,1,0
충남,당진시,소계,97,33,12,51,1,0
충남,계,초등학교,403,154,249,0,0,0
충남,계,중학교,267,220,47,0,0,0
충남,계,고등학교,1064,8,2,1002,51,1
충남,계,(일반고),709,4,2,671,31,1
충남,계,(특목고),31,0,0,31,0,0
충남,계,(특성화고),276,4,0,252,20,0
충남,계,(자율고),48,0,0,48,0,0
충남,계,소계,1734,382,298,1002,51,1
전북,전주시,초등학교,112,45,67,0,0,0
전북,전주시,중학교,104,85,19,0,0,0
전북,전주시,고등학교,247,0,1,246,0,0
전북,전주시,(일반고),201,0,0,201,0,0
전북,전주시,(특성화고),38,0,1,37,0,0
전북,전주시,(자율고),8,0,0,8,0,0
전북,전주시,소계,463,130,87,246,0,0
전북,군산시,초등학교,31,14,17,0,0,0
전북,군산시,중학교,33,30,3,0,0,0
전북,군산시,고등학교,75,0,0,72,3,0
전북,군산시,(일반고),38,0,0,36,2,0
전북,군산시,(특목고),10,0,0,10,0,0
전북,군산시,(특성화고),22,0,0,21,1,0
전북,군산시,(자율고),5,0,0,5,0,0
전북,군산시,소계,139,44,20,72,3,0
전북,익산시,초등학교,33,13,20,0,0,0
전북,익산시,중학교,29,27,2,0,0,0
전북,익산시,고등학교,124,0,1,116,5,2
전북,익산시,(일반고),97,0,1,92,4,0
전북,익산시,(특목고),8,0,0,8,0,0
전북,익산시,(특성화고),13,0,0,10,1,2
전북,익산시,(자율고),6,0,0,6,0,0
전북,익산시,소계,186,40,23,116,5,2
전북,정읍시,초등학교,7,3,4,0,0,0
전북,정읍시,중학교,9,9,0,0,0,0
전북,정읍시,고등학교,62,0,0,59,3,0
전북,정읍시,(일반고),34,0,0,31,3,0
전북,정읍시,(특성화고),28,0,0,28,0,0
전북,정읍시,소계,78,12,4,59,3,0
전북,남원시,초등학교,15,7,8,0,0,0
전북,남원시,중학교,12,11,1,0,0,0
전북,남원시,고등학교,58,0,0,53,5,0
전북,남원시,(일반고),33,0,0,31,2,0
전북,남원시,(특목고),1,0,0,1,0,0
전북,남원시,(특성화고),24,0,0,21,3,0
전북,남원시,소계,85,18,9,53,5,0
전북,김제시,초등학교,7,4,3,0,0,0
전북,김제시,중학교,11,7,4,0,0,0
전북,김제시,고등학교,86,0,0,77,5,4
전북,김제시,(일반고),49,0,0,40,5,4
전북,김제시,(특목고),11,0,0,11,0,0
전북,김제시,(특성화고),26,0,0,26,0,0
전북,김제시,소계,104,11,7,77,5,4
전북,완주군,초등학교,18,6,12,0,0,0
전북,완주군,중학교,22,18,4,0,0,0
전북,완주군,고등학교,71,0,0,71,0,0
전북,완주군,(일반고),33,0,0,33,0,0
전북,완주군,(특목고),14,0,0,14,0,0
전북,완주군,(특성화고),24,0,0,24,0,0
전북,완주군,소계,111,24,16,71,0,0
전북,진안군,초등학교,2,2,0,0,0,0
전북,진안군,중학교,3,2,1,0,0,0
전북,진안군,고등학교,14,0,0,14,0,0
전북,진안군,(일반고),1,0,0,1,0,0
전북,진안군,(특성화고),13,0,0,13,0,0
전북,진안군,소계,19,4,1,14,0,0
전북,무주군,초등학교,0,0,0,0,0,0
전북,무주군,중학교,2,1,1,0,0,0
전북,무주군,고등학교,13,0,0,13,0,0
전북,무주군,(일반고),5,0,0,5,0,0
전북,무주군,(특성화고),8,0,0,8,0,0
전북,무주군,소계,15,1,1,13,0,0
전북,장수군,초등학교,2,2,0,0,0,0
전북,장수군,중학교,1,1,0,0,0,0
전북,장수군,고등학교,15,0,0,15,0,0
전북,장수군,(일반고),15,0,0,15,0,0
전북,장수군,(특성화고),0,0,0,0,0,0
전북,장수군,소계,18,3,0,15,0,0
전북,임실군,초등학교,4,3,1,0,0,0
전북,임실군,중학교,1,0,1,0,0,0
전북,임실군,고등학교,17,0,0,15,2,0
전북,임실군,(일반고),0,0,0,0,0,0
전북,임실군,(특성화고),17,0,0,15,2,0
전북,임실군,소계,22,3,2,15,2,0
전북,순창군,초등학교,2,2,0,0,0,0
전북,순창군,중학교,2,2,0,0,0,0
전북,순창군,고등학교,10,0,1,9,0,0
전북,순창군,(일반고),10,0,1,9,0,0
전북,순창군,소계,14,4,1,9,0,0
전북,고창군,초등학교,7,2,5,0,0,0
전북,고창군,중학교,8,8,0,0,0,0
전북,고창군,고등학교,49,0,0,46,0,3
전북,고창군,(일반고),48,0,0,45,0,3
전북,고창군,(특성화고),1,0,0,1,0,0
전북,고창군,소계,64,10,5,46,0,3
전북,부안군,초등학교,3,2,1,0,0,0
전북,부안군,중학교,7,6,1,0,0,0
전북,부안군,고등학교,13,0,0,12,1,0
전북,부안군,(일반고),4,0,0,4,0,0
전북,부안군,(특성화고),9,0,0,8,1,0
전북,부안군,소계,23,8,2,12,1,0
전북,계,초등학교,243,105,138,0,0,0
전북,계,중학교,244,207,37,0,0,0
전북,계,고등학교,854,0,3,818,24,9
전북,계,(일반고),568,0,2,543,16,7
전북,계,(특목고),44,0,0,44,0,0
전북,계,(특성화고),223,0,1,212,8,2
전북,계,(자율고),19,0,0,19,0,0
전북,계,소계,1341,312,178,818,24,9
전남,목포시,초등학교,30,23,7,0,0,0
전남,목포시,중학교,35,33,2,0,0,0
전남,목포시,고등학교,154,0,1,148,5,0
전남,목포시,(일반고),70,0,0,70,0,0
전남,목포시,(특성화고),79,0,1,73,5,0
전남,목포시,(자율고),5,0,0,5,0,0
전남,목포시,소계,219,56,10,148,5,0
전남,여수시,초등학교,34,21,13,0,0,0
전남,여수시,중학교,28,25,3,0,0,0
전남,여수시,고등학교,118,0,0,110,8,0
전남,여수시,(일반고),53,0,0,51,2,0
전남,여수시,(특목고),1,0,0,1,0,0
전남,여수시,(특성화고),62,0,0,56,6,0
전남,여수시,(자율고),2,0,0,2,0,0
전남,여수시,소계,180,46,16,110,8,0
전남,순천시,초등학교,52,31,21,0,0,0
전남,순천시,중학교,48,42,6,0,0,0
전남,순천시,고등학교,154,0,0,153,1,0
전남,순천시,(일반고),110,0,0,110,0,0
전남,순천시,(특성화고),40,0,0,39,1,0
전남,순천시,(자율고),4,0,0,4,0,0
전남,순천시,소계,254,73,27,153,1,0
전남,나주시,초등학교,16,4,12,0,0,0
전남,나주시,중학교,4,4,0,0,0,0
전남,나주시,고등학교,58,2,1,53,2,0
전남,나주시,(일반고),28,0,0,27,1,0
전남,나주시,(특목고),6,0,0,6,0,0
전남,나주시,(특성화고),22,2,1,18,1,0
전남,나주시,(자율고),2,0,0,2,0,0
전남,나주시,소계,78,10,13,53,2,0
전남,광양시,초등학교,19,13,6,0,0,0
전남,광양시,중학교,16,14,2,0,0,0
전남,광양시,고등학교,33,0,0,33,0,0
전남,광양시,(일반고),15,0,0,15,0,0
전남,광양시,(특목고),1,0,0,1,0,0
전남,광양시,(특성화고),11,0,0,11,0,0
전남,광양시,(자율고),6,0,0,6,0,0
전남,광양시,소계,68,27,8,33,0,0
전남,담양군,초등학교,14,11,3,0,0,0
전남,담양군,중학교,2,2,0,0,0,0
전남,담양군,고등학교,31,0,0,29,2,0
전남,담양군,(일반고),10,0,0,10,0,0
전남,담양군,(특성화고),21,0,0,19,2,0
전남,담양군,소계,47,13,3,29,2,0
전남,곡성군,초등학교,3,3,0,0,0,0
전남,곡성군,중학교,3,3,0,0,0,0
전남,곡성군,고등학교,24,0,0,21,3,0
전남,곡성군,(일반고),6,0,0,5,1,0
전남,곡성군,(특성화고),18,0,0,16,2,0
전남,곡성군,소계,30,6,0,21,3,0
전남,구례군,초등학교,0,0,0,0,0,0
전남,구례군,중학교,2,0,2,0,0,0
전남,구례군,고등학교,7,0,0,7,0,0
전남,구례군,(일반고),1,0,0,1,0,0
전남,구례군,(특성화고),6,0,0,6,0,0
전남,구례군,소계,9,0,2,7,0,0
전남,고흥군,초등학교,1,1,0,0,0,0
전남,고흥군,중학교,1,1,0,0,0,0
전남,고흥군,고등학교,31,0,0,30,1,0
전남,고흥군,(일반고),8,0,0,8,0,0
전남,고흥군,(특성화고),23,0,0,22,1,0
전남,고흥군,소계,33,2,0,30,1,0
전남,보성군,초등학교,7,6,1,0,0,0
전남,보성군,중학교,2,2,0,0,0,0
전남,보성군,고등학교,29,0,0,27,2,0
전남,보성군,(일반고),9,0,0,9,0,0
전남,보성군,(특성화고),20,0,0,18,2,0
전남,보성군,소계,38,8,1,27,2,0
전남,화순군,초등학교,5,5,0,0,0,0
전남,화순군,중학교,10,10,0,0,0,0
전남,화순군,고등학교,18,0,0,18,0,0
전남,화순군,(일반고),7,0,0,7,0,0
전남,화순군,(특성화고),11,0,0,11,0,0
전남,화순군,소계,33,15,0,18,0,0
전남,장흥군,초등학교,8,4,4,0,0,0
전남,장흥군,중학교,4,4,0,0,0,0
전남,장흥군,고등학교,13,1,0,11,1,0
전남,장흥군,(일반고),7,1,0,5,1,0
전남,장흥군,(특성화고),6,0,0,6,0,0
전남,장흥군,소계,25,9,4,11,1,0
전남,강진군,초등학교,1,0,1,0,0,0
전남,강진군,중학교,3,3,0,0,0,0
전남,강진군,고등학교,6,0,0,6,0,0
전남,강진군,(일반고),6,0,0,6,0,0
전남,강진군,(특목고),0,0,0,0,0,0
전남,강진군,(특성화고),0,0,0,0,0,0
전남,강진군,소계,10,3,1,6,0,0
전남,해남군,초등학교,1,1,0,0,0,0
전남,해남군,중학교,2,2,0,0,0,0
전남,해남군,고등학교,60,1,0,57,2,0
전남,해남군,(일반고),2,0,0,2,0,0
전남,해남군,(특성화고),54,1,0,51,2,0
전남,해남군,(자율고),4,0,0,4,0,0
전남,해남군,소계,63,4,0,57,2,0
전남,영암군,초등학교,6,4,2,0,0,0
전남,영암군,중학교,4,4,0,0,0,0
전남,영암군,고등학교,25,0,0,21,4,0
전남,영암군,(일반고),9,0,0,8,1,0
전남,영암군,(특성화고),16,0,0,13,3,0
전남,영암군,소계,35,8,2,21,4,0
전남,무안군,초등학교,13,10,3,0,0,0
전남,무안군,중학교,5,4,1,0,0,0
전남,무안군,고등학교,21,0,0,20,0,1
전남,무안군,(일반고),9,0,0,8,0,1
전남,무안군,(특목고),7,0,0,7,0,0
전남,무안군,(자율고),5,0,0,5,0,0
전남,무안군,소계,39,14,4,20,0,1
전남,함평군,초등학교,0,0,0,0,0,0
전남,함평군,중학교,1,1,0,0,0,0
전남,함평군,고등학교,13,0,0,13,0,0
전남,함평군,(일반고),9,0,0,9,0,0
전남,함평군,(특목고),3,0,0,3,0,0
전남,함평군,(특성화고),1,0,0,1,0,0
전남,함평군,소계,14,1,0,13,0,0
전남,영광군,초등학교,4,1,3,0,0,0
전남,영광군,중학교,6,5,1,0,0,0
전남,영광군,고등학교,37,1,0,36,0,0
전남,영광군,(일반고),3,0,0,3,0,0
전남,영광군,(특성화고),34,1,0,33,0,0
전남,영광군,소계,47,7,4,36,0,0
전남,장성군,초등학교,8,6,2,0,0,0
전남,장성군,중학교,1,1,0,0,0,0
전남,장성군,고등학교,15,1,0,14,0,0
전남,장성군,(일반고),4,0,0,4,0,0
전남,장성군,(특성화고),11,1,0,10,0,0
전남,장성군,소계,24,8,2,14,0,0
전남,완도군,초등학교,2,2,0,0,0,0
전남,완도군,중학교,3,3,0,0,0,0
전남,완도군,고등학교,13,0,0,13,0,0
전남,완도군,(일반고),12,0,0,12,0,0
전남,완도군,(특목고),1,0,0,1,0,0
전남,완도군,소계,18,5,0,13,0,0
전남,진도군,초등학교,0,0,0,0,0,0
전남,진도군,중학교,6,4,2,0,0,0
전남,진도군,고등학교,8,0,0,8,0,0
전남,진도군,(일반고),3,0,0,3,0,0
전남,진도군,(특목고),3,0,0,3,0,0
전남,진도군,(특성화고),2,0,0,2,0,0
전남,진도군,소계,14,4,2,8,0,0
전남,신안군,초등학교,3,2,1,0,0,0
전남,신안군,중학교,2,2,0,0,0,0
전남,신안군,고등학교,12,0,0,7,5,0
전남,신안군,(일반고),4,0,0,3,1,0
전남,신안군,(특성화고),8,0,0,4,4,0
전남,신안군,소계,17,4,1,7,5,0
전남,계,초등학교,227,148,79,0,0,0
전남,계,중학교,188,169,19,0,0,0
전남,계,고등학교,880,6,2,835,36,1
전남,계,(일반고),385,1,0,376,7,1
전남,계,(특목고),22,0,0,22,0,0
전남,계,(특성화고),445,5,2,409,29,0
전남,계,(자율고),28,0,0,28,0,0
전남,계,소계,1295,323,100,835,36,1
경북,포항시,초등학교,73,28,45,0,0,0
경북,포항시,중학교,59,42,17,0,0,0
경북,포항시,고등학교,223,0,0,218,5,0
경북,포항시,(일반고),141,0,0,138,3,0
경북,포항시,(특목고),15,0,0,15,0,0
경북,포항시,(특성화고),56,0,0,54,2,0
경북,포항시,(자율고),11,0,0,11,0,0
경북,포항시,소계,355,70,62,218,5,0
경북,경주시,초등학교,42,18,24,0,0,0
경북,경주시,중학교,23,20,3,0,0,0
경북,경주시,고등학교,185,0,0,176,9,0
경북,경주시,(일반고),52,0,0,52,0,0
경북,경주시,(특성화고),133,0,0,124,9,0
경북,경주시,소계,250,38,27,176,9,0
경북,김천시,초등학교,8,1,7,0,0,0
경북,김천시,중학교,12,11,1,0,0,0
경북,김천시,고등학교,57,0,0,56,1,0
경북,김천시,(일반고),10,0,0,10,0,0
경북,김천시,(특목고),11,0,0,11,0,0
경북,김천시,(특성화고),17,0,0,16,1,0
경북,김천시,(자율고),19,0,0,19,0,0
경북,김천시,소계,77,12,8,56,1,0
경북,안동시,초등학교,20,11,9,0,0,0
경북,안동시,중학교,19,16,3,0,0,0
경북,안동시,고등학교,63,0,0,57,3,3
경북,안동시,(일반고),49,0,0,47,0,2
경북,안동시,(특성화고),12,0,0,8,3,1
경북,안동시,(자율고),2,0,0,2,0,0
경북,안동시,소계,102,27,12,57,3,3
경북,구미시,초등학교,68,11,57,0,0,0
경북,구미시,중학교,51,42,9,0,0,0
경북,구미시,고등학교,162,0,0,162,0,0
경북,구미시,(일반고),119,0,0,119,0,0
경북,구미시,(특목고),13,0,0,13,0,0
경북,구미시,(특성화고),25,0,0,25,0,0
경북,구미시,(자율고),5,0,0,5,0,0
경북,구미시,소계,281,53,66,162,0,0
경북,영주시,초등학교,15,13,2,0,0,0
경북,영주시,중학교,7,7,0,0,0,0
경북,영주시,고등학교,40,2,0,38,0,0
경북,영주시,(일반고),17,0,0,17,0,0
경북,영주시,(특성화고),19,2,0,17,0,0
경북,영주시,(자율고),4,0,0,4,0,0
경북,영주시,소계,62,22,2,38,0,0
경북,영천시,초등학교,7,6,1,0,0,0
경북,영천시,중학교,8,8,0,0,0,0
경북,영천시,고등학교,46,0,0,42,4,0
경북,영천시,(일반고),21,0,0,20,1,0
경북,영천시,(특성화고),25,0,0,22,3,0
경북,영천시,소계,61,14,1,42,4,0
경북,상주시,초등학교,18,3,15,0,0,0
경북,상주시,중학교,11,6,5,0,0,0
경북,상주시,고등학교,41,1,0,39,1,0
경북,상주시,(일반고),16,0,0,16,0,0
경북,상주시,(특성화고),25,1,0,23,1,0
경북,상주시,(자율고),0,0,0,0,0,0
경북,상주시,소계,70,10,20,39,1,0
경북,문경시,초등학교,1,0,1,0,0,0
경북,문경시,중학교,5,5,0,0,0,0
경북,문경시,고등학교,47,0,0,35,12,0
경북,문경시,(일반고),7,0,0,7,0,0
경북,문경시,(특성화고),34,0,0,22,12,0
경북,문경시,(자율고),6,0,0,6,0,0
경북,문경시,소계,53,5,1,35,12,0
경북,경산시,초등학교,30,15,15,0,0,0
경북,경산시,중학교,25,22,3,0,0,0
경북,경산시,고등학교,69,0,0,69,0,0
경북,경산시,(일반고),33,0,0,33,0,0
경북,경산시,(특목고),9,0,0,9,0,0
경북,경산시,(특성화고),20,0,0,20,0,0
경북,경산시,(자율고),7,0,0,7,0,0
경북,경산시,소계,124,37,18,69,0,0
경북,군위군,초등학교,0,0,0,0,0,0
경북,군위군,중학교,3,3,0,0,0,0
경북,군위군,고등학교,4,0,0,4,0,0
경북,군위군,(일반고),4,0,0,4,0,0
경북,군위군,(특성화고),0,0,0,0,0,0
경북,군위군,소계,7,3,0,4,0,0
경북,의성군,초등학교,2,1,1,0,0,0
경북,의성군,중학교,0,0,0,0,0,0
경북,의성군,고등학교,23,1,0,22,0,0
경북,의성군,(일반고),3,0,0,3,0,0
경북,의성군,(특성화고),20,1,0,19,0,0
경북,의성군,소계,25,2,1,22,0,0
경북,청송군,초등학교,0,0,0,0,0,0
경북,청송군,중학교,4,3,1,0,0,0
경북,청송군,고등학교,15,0,0,15,0,0
경북,청송군,(일반고),9,0,0,9,0,0
경북,청송군,(특성화고),6,0,0,6,0,0
경북,청송군,소계,19,3,1,15,0,0
경북,영양군,초등학교,2,2,0,0,0,0
경북,영양군,중학교,1,1,0,0,0,0
경북,영양군,고등학교,9,2,0,7,0,0
경북,영양군,(일반고),9,2,0,7,0,0
경북,영양군,소계,12,5,0,7,0,0
경북,영덕군,초등학교,1,1,0,0,0,0
경북,영덕군,중학교,2,2,0,0,0,0
경북,영덕군,고등학교,10,0,0,10,0,0
경북,영덕군,(일반고),5,0,0,5,0,0
경북,영덕군,(특성화고),5,0,0,5,0,0
경북,영덕군,소계,13,3,0,10,0,0
경북,청도군,초등학교,4,3,1,0,0,0
경북,청도군,중학교,2,2,0,0,0,0
경북,청도군,고등학교,44,0,0,38,6,0
경북,청도군,(일반고),15,0,0,15,0,0
경북,청도군,(특성화고),29,0,0,23,6,0
경북,청도군,소계,50,5,1,38,6,0
경북,고령군,초등학교,1,1,0,0,0,0
경북,고령군,중학교,3,3,0,0,0,0
경북,고령군,고등학교,9,1,2,6,0,0
경북,고령군,(일반고),3,0,0,3,0,0
경북,고령군,(특성화고),6,1,2,3,0,0
경북,고령군,소계,13,5,2,6,0,0
경북,성주군,초등학교,2,2,0,0,0,0
경북,성주군,중학교,1,1,0,0,0,0
경북,성주군,고등학교,10,1,0,7,2,0
경북,성주군,(일반고),5,1,0,4,0,0
경북,성주군,(특성화고),5,0,0,3,2,0
경북,성주군,소계,13,4,0,7,2,0
경북,칠곡군,초등학교,11,8,3,0,0,0
경북,칠곡군,중학교,7,6,1,0,0,0
경북,칠곡군,고등학교,27,0,0,25,1,1
경북,칠곡군,(일반고),25,0,0,23,1,1
경북,칠곡군,(자율고),2,0,0,2,0,0
경북,칠곡군,소계,45,14,4,25,1,1
경북,예천군,초등학교,5,2,3,0,0,0
경북,예천군,중학교,3,3,0,0,0,0
경북,예천군,고등학교,8,0,0,5,3,0
경북,예천군,(일반고),8,0,0,5,3,0
경북,예천군,소계,16,5,3,5,3,0
경북,봉화군,초등학교,7,4,3,0,0,0
경북,봉화군,중학교,7,7,0,0,0,0
경북,봉화군,고등학교,8,0,0,7,1,0
