,역번호,역사명,노선번호,노선명,환승역구분,환승노선번호,환승노선명,역위도,역경도,주소,시도코드,시군구코드,법정동코드,환승노선개수
36,0226,사당,S1102,서울 도시철도 2호선,환승역,S1104,서울 도시철도 4호선,37.4767992,126.9816245,서울특별시 동작구,11,11200,1159000000,1
37,0227,낙성대,S1102,서울 도시철도 2호선,일반역,,,37.47692607,126.9636002,서울특별시 관악구,11,11210,1162000000,0
38,0228,서울대입구,S1102,서울 도시철도 2호선,일반역,,,37.48103059,126.9526269,서울특별시 관악구,11,11210,1162000000,0
39,0229,봉천,S1102,서울 도시철도 2호선,일반역,,,37.48245978,126.9418478,서울특별시 관악구,11,11210,1162000000,0
40,0230,신림,S1102,서울 도시철도 2호선,일반역,,,37.48420085,126.9295937,서울특별시 관악구,11,11210,1162000000,0
41,0231,신대방,S1102,서울 도시철도 2호선,일반역,,,37.48741288,126.9135942,서울특별시 동작구,11,11200,1159000000,0
42,0232,구로디지털단지,S1102,서울 도시철도 2호선,일반역,,,37.48516215,126.9014847,서울특별시 구로구,11,11170,1153000000,0
43,0233,대림,S1102,서울 도시철도 2호선,일반역,,,37.49307207,126.8957105,서울특별시 구로구,11,11170,1153000000,0
44,0234,신도림,S1102,서울 도시철도 2호선,환승역,S1101,서울 도시철도 1호선,37.50874994,126.8912511,서울특별시 구로구,11,11170,1153000000,1
45,0235,문래,S1102,서울 도시철도 2호선,일반역,,,37.51779736,126.8945439,서울특별시 영등포구,11,11190,1156000000,0
46,0236,영등포구청,S1102,서울 도시철도 2호선,환승역,S1105,서울 도시철도 5호선,37.52524847,126.8958333,서울특별시 영등포구,11,11190,1156000000,1
47,0237,당산,S1102,서울 도시철도 2호선,환승역,S1109,서울 도시철도 9호선,37.53425753,126.9024241,서울특별시 영등포구,11,11190,1156000000,1
48,0238,합정,S1102,서울 도시철도 2호선,환승역,S1106,서울 도시철도 6호선,37.54959888,126.9141239,서울특별시 마포구,11,11140,1144000000,1
49,0239,홍대입구,S1102,서울 도시철도 2호선,환승역,I4107+I2801,경의중앙선+공항선,37.55701523,126.9249829,서울특별시 마포구,11,11140,1144000000,2
50,0240,신촌,S1102,서울 도시철도 2호선,일반역,,,37.555342,126.9368826,서울특별시 마포구,11,11140,1144000000,0
51,0241,이대,S1102,서울 도시철도 2호선,일반역,,,37.55672128,126.945801,서울특별시 마포구,11,11140,1144000000,0
52,0242,아현,S1102,서울 도시철도 2호선,일반역,,,37.55721977,126.9561295,서울특별시 마포구,11,11140,1144000000,0
53,0243,충정로,S1102,서울 도시철도 2호선,환승역,S1105,서울 도시철도 5호선,37.56022847,126.9634503,서울특별시 서대문구,11,11130,1141000000,1
54,0244,용답,S1102,서울 도시철도 2호선,일반역,,,37.56183232,127.050871,서울특별시 성동구,11,11040,1120000000,0
55,0245,신답,S1102,서울 도시철도 2호선,일반역,,,37.56961893,127.0468598,서울특별시 성동구,11,11040,1120000000,0
56,0246,신설동,S1102,서울 도시철도 2호선,환승역,S1101,서울 도시철도 1호선+우의신설,37.57519632,127.0248584,서울특별시 동대문구,11,11060,1123000000,2
57,0247,도림천,S1102,서울 도시철도 2호선,일반역,,,37.51420522,126.8827022,서울특별시 구로구,11,11170,1153000000,0
58,0248,양천구청,S1102,서울 도시철도 2호선,일반역,,,37.51205148,126.8656075,서울특별시 양천구,11,11150,1147000000,0
59,0249,신정네거리,S1102,서울 도시철도 2호선,일반역,,,37.51999688,126.8528986,서울특별시 양천구,11,11150,1147000000,0
60,0250,용두,S1102,서울 도시철도 2호선,일반역,,,37.57389197,127.0379098,서울특별시 동대문구,11,11060,1123000000,0
61,0309,지축,S1103,서울 도시철도 3호선,일반역,,,37.64793834,126.9137407,경기도 고양시,31,31101,4128000000,0
62,0310,구파발,S1103,서울 도시철도 3호선,일반역,,,37.63664912,126.9187832,서울특별시 은평구,11,11120,1138000000,0
63,0311,연신내,S1103,서울 도시철도 3호선,환승역,S1106,서울 도시철도 6호선,37.61881292,126.9208158,서울특별시 은평구,11,11120,1138000000,1
64,0312,불광,S1103,서울 도시철도 3호선,환승역,S1106,서울 도시철도 6호선,37.61013354,126.9296281,서울특별시 은평구,11,11120,1138000000,1
65,0313,녹번,S1103,서울 도시철도 3호선,일반역,,,37.60085525,126.935753,서울특별시 은평구,11,11120,1138000000,0
66,0314,홍제,S1103,서울 도시철도 3호선,일반역,,,37.58852355,126.944165,서울특별시 서대문구,11,11130,1141000000,0
