부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
392916,42770,88000000,1998,2017-07-07,금광아파트,60,5
392917,42770,83000000,1998,2017-07-25,금광아파트,60,1
392918,42770,81500000,1997,2017-07-05,미소빌,49,17
392919,42770,170000000,1998,2017-07-11,현대,84,9
392920,42770,30000000,1989,2017-07-24,아리랑,46,1
392921,42770,80000000,1997,2017-07-28,미소빌,49,11
392922,42770,42000000,1991,2017-07-03,도사곡주공2,39,2
392923,42770,9000000,1989,2017-07-04,영동,40,3
392924,42770,29500000,1991,2017-07-06,도사곡주공2,39,5
392925,42770,29000000,1991,2017-07-06,도사곡주공2,39,4
392926,42770,34000000,1984,2017-07-18,도사곡주공1,45,5
392927,42770,107000000,2002,2017-07-21,사북선명,59,4
392928,42770,158000000,2003,2017-07-24,사북선명2차,84,4
392929,42770,32000000,1991,2017-07-28,도사곡주공2,39,2
392930,42770,10000000,1984,2017-07-26,함백아파트,40,5
392931,42770,120000000,2011,2017-07-10,정선수려안,84,7
392932,42770,51970000,2011,2017-07-13,정선수려안,59,1
392933,42770,67320000,2011,2017-07-13,정선수려안,84,11
392934,42770,67320000,2011,2017-07-13,정선수려안,84,8
392935,42770,67320000,2011,2017-07-13,정선수려안,84,8
392936,42770,66730000,2011,2017-07-13,정선수려안,84,11
392937,42770,67320000,2011,2017-07-13,정선수려안,84,10
392938,42770,53740000,2011,2017-07-13,정선수려안,59,7
392939,42770,54330000,2011,2017-07-13,정선수려안,59,6
392940,42770,54330000,2011,2017-07-13,정선수려안,59,5
392941,42770,54330000,2011,2017-07-13,정선수려안,59,5
392942,42770,54330000,2011,2017-07-13,정선수려안,59,4
392943,42770,54330000,2011,2017-07-13,정선수려안,59,4
392944,42770,54330000,2011,2017-07-13,정선수려안,59,4
392945,42770,53150000,2011,2017-07-13,정선수려안,59,3
392946,42770,53150000,2011,2017-07-13,정선수려안,59,3
392947,42770,53150000,2011,2017-07-13,정선수려안,59,3
392948,42770,53150000,2011,2017-07-13,정선수려안,59,2
392949,42770,53150000,2011,2017-07-13,정선수려안,59,2
392950,42770,51970000,2011,2017-07-13,정선수려안,59,1
392951,42770,110000000,2011,2017-07-17,정선수려안,84,9
392952,42770,22000000,1992,2017-07-13,멀미주공,39,1
392953,44810,71000000,2002,2017-02-14,평화2차,59,18
392954,44810,110000000,1993,2017-02-24,능금마을신성,84,5
392955,44810,100000000,1997,2017-02-03,"석탑,까치마을",59,10
392956,44810,105000000,1997,2017-02-04,"석탑,까치마을",59,18
392957,44810,90000000,1997,2017-02-14,"석탑,까치마을",59,10
392958,44810,120000000,1997,2017-02-15,"석탑,까치마을",84,3
392959,44810,148000000,1997,2017-02-16,"석탑,까치마을",115,17
392960,44810,78000000,2000,2017-02-02,주공,49,3
392961,44810,95000000,1992,2017-02-03,서오2차,84,5
392962,44810,87000000,1991,2017-02-10,서오1차,66,10
392963,44810,169000000,2006,2017-02-10,예산1차세광엔리치타워,84,13
392964,44810,74000000,1992,2017-02-10,서오2차,71,7
392965,44810,180000000,2006,2017-02-11,예산1차세광엔리치타워,84,11
392966,44810,163000000,2006,2017-02-12,예산1차세광엔리치타워,84,15
392967,44810,195000000,2006,2017-02-15,예산1차세광엔리치타워,109,10
392968,44810,170000000,2006,2017-02-18,예산1차세광엔리치타워,84,15
392969,44810,129500000,1996,2017-02-24,한신,84,5
392970,44810,188500000,2006,2017-02-25,예산1차세광엔리치타워,84,8
