부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
279280,11545,455000000,1998,2017-11-04,두산,84,22
279281,11545,380000000,1998,2017-11-04,두산,59,24
279282,11545,305000000,2005,2017-11-09,드림캐슬2차,84,4
279283,11545,387000000,1998,2017-11-19,두산,59,17
279284,11545,130000000,2014,2017-11-27,비즈트위트바이올렛5차,12,13
279285,11545,450000000,2004,2017-11-01,독산동중앙하이츠빌,84,14
279286,11545,377000000,1991,2017-11-02,한신아파트,89,10
279287,11545,420000000,2011,2017-11-02,독산동한양수자인,68,6
279288,11545,395000000,2002,2017-11-02,금천현대,84,2
279289,11545,255000000,2001,2017-11-04,태영아파트,59,11
279290,11545,230000000,2004,2017-11-07,한아101(994-33),65,6
279291,11545,235000000,1990,2017-11-08,독산주공14단지,44,5
279292,11545,450000000,2004,2017-11-12,독산동중앙하이츠빌,84,8
279293,11545,345000000,2003,2017-11-13,청광플러스원,59,9
279294,11545,220000000,1997,2017-11-14,목화102,59,3
279295,11545,310000000,2002,2017-11-17,금천현대,59,21
279296,11545,295000000,1998,2017-11-18,계룡아파트,59,19
279297,11545,370000000,2005,2017-11-18,서초파레스,79,6
279298,11545,317000000,2002,2017-11-18,금천현대,59,22
279299,11545,339000000,2002,2017-11-18,금천현대,59,7
279300,11545,195000000,1990,2017-11-21,독산주공14단지,38,8
279301,11545,640000000,2016,2017-11-21,금천롯데캐슬 골드파크1차,84,10
279302,11545,400000000,2004,2017-11-22,독산동중앙하이츠빌,84,7
279303,11545,320000000,1999,2017-11-23,독산현대,58,9
279304,11545,475000000,2008,2017-11-23,이랜드해가든,84,18
279305,11545,360000000,1997,2017-11-23,진도2차,84,18
279306,11545,405000000,2002,2017-11-25,금천현대,84,6
279307,11545,400000000,2002,2017-11-28,금천현대,84,6
279308,11545,280000000,2004,2017-11-01,관악산벽산타운5,59,12
279309,11545,400000000,2008,2017-11-01,백운한비치Ⅱ,84,8
279310,11545,280000000,2004,2017-11-01,관악산벽산타운5,59,14
279311,11545,279000000,1998,2017-11-02,경남아파트,58,5
279312,11545,380000000,2004,2017-11-02,관악산벽산타운5,114,2
279313,11545,294000000,1980,2017-11-03,무지개,53,6
279314,11545,360000000,2000,2017-11-04,벽산,114,15
279315,11545,390000000,2004,2017-11-04,관악산벽산타운5,84,9
279316,11545,330000000,2002,2017-11-05,탑스빌,79,9
279317,11545,295000000,1980,2017-11-06,무지개,53,2
279318,11545,405000000,2006,2017-11-06,관악산신도브래뉴,84,15
