부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
370439,41610,215000000,2000,2017-08-03,해태,59,8
370440,41610,213000000,2002,2017-08-03,푸르지오,59,2
370441,41610,214000000,2000,2017-08-07,해태,59,17
370442,41610,295000000,2001,2017-08-01,동성1,134,6
370443,41610,240000000,2001,2017-08-06,동성1,84,13
370444,41610,231000000,2002,2017-08-14,동성2,84,7
370445,41610,273000000,2013,2017-08-19,서희스타힐스,84,5
370446,41610,229000000,2001,2017-08-21,동성1,84,5
370447,41610,200000000,2002,2017-08-25,동성2,59,14
370448,41610,238000000,2002,2017-08-27,동성2,84,2
370449,41610,235000000,2001,2017-08-04,파라다이스2단지,59,14
370450,41610,233000000,2005,2017-08-04,대주파크빌,84,8
370451,41610,230000000,2005,2017-08-16,대주파크빌,84,11
370452,41610,282000000,2001,2017-08-18,파라다이스,84,8
370453,41610,378000000,2010,2017-08-18,금강펜테리움2단지,132,8
370454,41610,280000000,2001,2017-08-23,파라다이스,84,20
370455,41610,225000000,2005,2017-08-25,대주파크빌,84,5
370456,41610,260000000,2001,2017-08-31,파라다이스2단지,84,22
370457,41610,214500000,2002,2017-08-10,벽산블루밍,59,14
370458,41610,200000000,2004,2017-08-26,대주파크빌,76,5
370459,41610,178000000,2004,2017-08-26,대주파크빌,59,9
370460,41610,170000000,2004,2017-08-30,대주파크빌,59,5
370461,41610,200000000,2005,2017-08-07,우림루미아트,59,7
370462,41610,370000000,2011,2017-08-07,경남아너스빌2단지,109,15
370463,41610,210000000,1996,2017-08-09,동보,59,18
370464,41610,242000000,1996,2017-08-09,동보,84,5
370465,41610,387000000,2000,2017-08-16,현대,134,11
370466,41610,305000000,2011,2017-08-16,경남아너스빌1단지,84,8
370467,41610,240000000,1996,2017-08-17,동보,84,16
370468,41610,285000000,2005,2017-08-19,우림루미아트,125,8
370469,41610,373000000,2000,2017-08-21,현대,134,9
370470,41610,353000000,2000,2017-08-24,현대,99,5
370471,41610,416000000,2000,2017-08-28,현대,176,18
370472,41610,205000000,2005,2017-08-30,우림루미아트,59,7
370473,41610,240000000,2002,2017-08-05,신일드림빌,84,6
370474,41610,290000000,1999,2017-08-05,성원,134,10
370475,41610,268000000,2004,2017-08-05,쌍용스윗닷홈2,84,13
370476,41610,360000000,2000,2017-08-05,성원2,134,10
370477,41610,325000000,2000,2017-08-07,성원2,134,9
370478,41610,244000000,2004,2017-08-09,쌍용스윗닷홈2,73,6
370479,41610,185000000,1999,2017-08-10,미진,59,8
370480,41610,266000000,2004,2017-08-10,쌍용스윗닷홈2,84,13
370481,41610,280000000,2000,2017-08-10,성원3,101,16
370482,41610,260000000,2004,2017-08-11,쌍용스윗닷홈2,84,9
370483,41610,267000000,2002,2017-08-12,성원5,84,11
370484,41610,248000000,2004,2017-08-12,쌍용스윗닷홈2,73,7
370485,41610,325000000,2002,2017-08-12,성원5,109,15
370486,41610,220000000,1999,2017-08-16,성원,59,9
370487,41610,280000000,2000,2017-08-21,성원2,101,3
370488,41610,278000000,2006,2017-08-21,e-편한세상,84,14
370489,41610,243000000,1999,2017-08-22,성원,84,2
370490,41610,283000000,2006,2017-08-22,e-편한세상,84,14
370491,41610,273000000,2000,2017-08-23,성원3,101,11
370492,41610,282000000,2000,2017-08-26,성원3,101,18
370493,41610,249000000,2004,2017-08-26,쌍용스윗닷홈1,84,7
370494,41610,243000000,1999,2017-08-28,성원,84,11
370495,41610,250600000,2000,2017-08-29,성원2,84,15
370496,41610,285000000,2006,2017-08-29,e-편한세상,84,11
370497,41610,275000000,2002,2017-08-31,성원5,84,17
370498,41610,320000000,2011,2017-08-02,벽산블루밍2단지,84,13
370499,41610,365000000,2011,2017-08-02,벽산블루밍1단지,98,19
370500,41610,500000000,2011,2017-08-08,벽산블루밍2단지,149,12
370501,41610,405000000,2011,2017-08-10,벽산블루밍2단지,122,9
370502,41610,255000000,2004,2017-08-14,금광포란재,84,10
370503,41610,260000000,2000,2017-08-31,현대,84,16
370504,41610,429000000,2016,2017-08-01,이편한세상광주역3단지,84,8
370505,41610,310000000,2002,2017-08-17,금호,125,2
370506,41610,266500000,2002,2017-08-22,금호,84,4
370507,41610,180000000,1998,2017-08-24,우림(Lumiart),84,1
370508,41610,452000000,2002,2017-08-04,현대모닝사이드1-A,150,9
370509,41610,600000000,2010,2017-08-11,오포e편한세상,160,11
370510,41610,444000000,2002,2017-08-21,현대모닝사이드1-A,161,10
370511,41610,420000000,2010,2017-08-21,오포2차 e-편한세상,84,6
370512,41610,565000000,2010,2017-08-21,오포e편한세상,160,2
370513,41610,512000000,2010,2017-08-22,오포e편한세상,129,1
370514,41610,260000000,2001,2017-08-24,현대모닝사이드2,84,5
370515,41610,379000000,2002,2017-08-25,현대모닝사이드1-B,84,10
370516,41610,418000000,2002,2017-08-30,현대모닝사이드1-A,150,2
370517,41610,519000000,2008,2017-08-22,오포우림필유골드135,147,8
370518,41610,330000000,2001,2017-08-23,오포베르빌,117,5
370519,41610,277500000,2004,2017-08-28,능평리금강KCC,84,11
370520,41610,192000000,2002,2017-08-03,오포우림퓨전빌,84,6
370521,41610,190000000,2002,2017-08-31,오포우림퓨전빌,84,10
370522,41610,202500000,2000,2017-08-07,오포대성,84,10
370523,41610,247500000,2000,2017-08-01,양촌현대,84,5
370524,41610,200000000,2002,2017-08-01,대주(2차),84,9
370525,41610,224000000,2002,2017-08-01,양벌리2쌍용,68,11
370526,41610,229000000,2004,2017-08-02,세양청마루,84,11
370527,41610,208000000,2003,2017-08-02,대주파크빌제1차B블럭,84,7
370528,41610,224000000,2003,2017-08-05,대주파크빌1차A블럭,84,8
370529,41610,189000000,2000,2017-08-08,양벌리우림,59,11
370530,41610,213000000,2003,2017-08-08,대주파크빌제1차B블럭,84,14
370531,41610,218000000,1999,2017-08-10,쌍용,84,3
370532,41610,210000000,2003,2017-08-10,대주파크빌1차C블럭,84,1
370533,41610,195000000,2003,2017-08-15,대주파크빌1차A블럭,84,3
370534,41610,209500000,2003,2017-08-15,대주파크빌1차A블럭,84,7
370535,41610,209000000,2003,2017-08-16,대주파크빌1차C블럭,84,14
370536,41610,300000000,2000,2017-08-19,양벌리우림,134,9
370537,41610,230000000,2004,2017-08-29,세양청마루,84,9
370538,41610,212000000,2003,2017-08-29,대주파크빌제1차B블럭,84,9
370539,41610,260000000,1999,2017-08-01,우림푸른마을,137,9
370540,41610,200000000,1999,2017-08-07,우림푸른마을,59,7
370541,41610,189000000,2002,2017-08-16,신일드림빌,84,15
370542,41610,215000000,1999,2017-08-19,우림푸른마을,84,4
370543,41610,287000000,2004,2017-08-02,초월롯데낙천대2,74,8
370544,41610,313000000,2004,2017-08-17,초월롯데캐슬아파트,84,8
370545,41610,319500000,2004,2017-08-19,초월롯데낙천대2,84,15
370546,41610,260000000,2007,2017-08-19,초월e-편한세상2,84,4
370547,41610,310000000,2004,2017-08-23,초월롯데낙천대2,84,15
370548,41610,290000000,2004,2017-08-23,초월롯데캐슬아파트,74,11
370549,41610,254000000,2005,2017-08-29,광주초월동광모닝스카이,84,11
370550,41610,237000000,2004,2017-08-07,대주파크빌,84,8
370551,41610,258000000,2004,2017-08-08,벽산블루밍,84,9
370552,41610,155000000,2000,2017-08-09,코아루햇빛마을,84,2
370553,41610,243000000,2004,2017-08-09,벽산블루밍,84,9
370554,41610,242000000,2004,2017-08-10,벽산블루밍,84,11
370555,41610,210000000,2004,2017-08-12,대주파크빌,84,4
370556,41610,240000000,2004,2017-08-12,벽산블루밍,84,10
370557,41610,210000000,2004,2017-08-19,대주파크빌,84,2
370558,41610,220000000,2004,2017-08-22,대주파크빌,84,6
370559,41610,244000000,2004,2017-08-23,대주파크빌,84,14
370560,41610,250000000,2004,2017-08-25,대주파크빌,84,13
370561,41610,242000000,2004,2017-08-26,대주파크빌,84,7
370562,41610,250000000,2004,2017-08-30,벽산블루밍,84,8
370563,41610,145000000,2009,2017-08-12,광주초월2차동광모닝스카이,59,10
370564,41610,180000000,2009,2017-08-28,광주초월2차동광모닝스카이,59,6
370565,41610,183500000,2004,2017-08-09,광주초월금강아미움아파트,84,3
370566,41610,263000000,2007,2017-08-01,대주피오레,104,10
370567,41610,213000000,2000,2017-08-21,도평신일,84,5
370568,41610,278000000,1998,2017-08-03,쌍용1,134,4
370569,41610,229500000,1998,2017-08-06,쌍용1,84,22
370570,41610,158000000,1997,2017-08-10,엘지,58,16
370571,41610,180000000,2005,2017-08-11,삼주노블리제,59,5
370572,41610,230000000,2005,2017-08-18,삼주노블리제,84,6
370573,41610,230000000,2005,2017-08-21,삼주노블리제,84,4
370574,41610,191000000,1997,2017-08-23,엘지,80,11
370575,41610,192000000,1998,2017-08-26,쌍용1,59,19
370576,41610,229500000,2000,2017-08-28,쌍용2,84,17
370577,41610,155000000,1997,2017-08-30,엘지,58,7
370578,41610,135000000,2001,2017-08-03,곤지암킴스빌리지,35,6
370579,41610,177000000,2001,2017-08-11,곤지암킴스빌리지,50,18
370580,41610,175000000,2001,2017-08-23,곤지암킴스빌리지,50,10
370581,41610,175000000,2001,2017-08-24,곤지암킴스빌리지,50,16
370582,41610,173000000,2005,2017-08-05,광주근형심포니,84,6
370583,41250,153000000,2003,2017-05-02,송내주공4단지,59,10
370584,41250,230000000,2005,2017-05-02,아이파크,101,7
370585,41250,200000000,2005,2017-05-05,아이파크,84,13
370586,41250,159000000,2003,2017-05-06,송내주공4단지,59,14
370587,41250,109000000,2003,2017-05-08,송내주공4단지,45,7
370588,41250,112000000,2003,2017-05-12,송내주공4단지,45,17
370589,41250,140000000,2003,2017-05-13,송내주공4단지,59,15
370590,41250,160000000,2003,2017-05-17,송내주공5단지,84,3
370591,41250,158000000,2003,2017-05-20,송내주공5단지,84,3
370592,41250,114000000,2003,2017-05-22,송내주공4단지,45,13
370593,41250,258000000,2005,2017-05-22,아이파크,123,8
370594,41250,120000000,2003,2017-05-23,송내주공4단지,45,9
370595,41250,109000000,2003,2017-05-23,송내주공4단지,45,18
370596,41250,145000000,2003,2017-05-25,송내주공4단지,59,8
370597,41250,173000000,2003,2017-05-26,송내주공5단지,84,11
370598,41250,240000000,2005,2017-05-26,아이파크,123,14
370599,41250,170000000,2003,2017-05-26,송내주공5단지,84,14
370600,41250,175000000,2003,2017-05-29,송내주공5단지,84,19
370601,41250,162000000,2003,2017-05-30,송내주공5단지,84,4
370602,41250,112000000,1999,2017-05-01,지행주공2단지,59,6
370603,41250,120000000,1999,2017-05-01,지행주공2단지,59,3
370604,41250,125000000,1999,2017-05-02,지행주공2단지,59,12
370605,41250,153000000,2004,2017-05-02,송내주공2단지,51,14
370606,41250,68000000,1994,2017-05-02,현성하이츠,83,5
370607,41250,120000000,1999,2017-05-02,지행주공2단지,59,10
370608,41250,202500000,2005,2017-05-03,현진에버빌,90,1
370609,41250,120000000,1999,2017-05-04,지행주공2단지,59,1
370610,41250,232500000,2005,2017-05-04,현진에버빌,90,5
370611,41250,159500000,2004,2017-05-04,송내주공2단지,59,10
370612,41250,175000000,2003,2017-05-05,부영아파트(3단지),84,8
370613,41250,179500000,2004,2017-05-05,송내주공1단지,84,9
370614,41250,249000000,2005,2017-05-06,현진에버빌,101,10
370615,41250,124500000,1999,2017-05-08,지행주공2단지,59,17
370616,41250,175000000,2004,2017-05-09,송내주공1단지,84,14
370617,41250,143000000,2004,2017-05-09,송내주공2단지,59,1
370618,41250,110000000,2000,2017-05-10,지행주공1단지,59,2
370619,41250,179000000,2004,2017-05-11,송내주공1단지,84,8
370620,41250,140000000,2004,2017-05-11,송내주공2단지,51,4
370621,41250,209000000,2009,2017-05-12,동원베네스트,84,2
370622,41250,158500000,2004,2017-05-13,송내주공1단지,59,16
370623,41250,190000000,2004,2017-05-14,송내주공1단지,84,8
370624,41250,122000000,2004,2017-05-15,송내주공2단지,51,8
370625,41250,270000000,2009,2017-05-15,휴먼빌아파트,123,5
370626,41250,159000000,2004,2017-05-16,대방노블랜드(8단지),58,17
370627,41250,243000000,2005,2017-05-16,현진에버빌,90,8
370628,41250,155000000,2004,2017-05-16,송내주공1단지,59,3
370629,41250,163000000,2004,2017-05-16,부영아파트(9단지),84,1
370630,41250,232500000,2009,2017-05-18,휴먼빌아파트,84,5
370631,41250,222000000,2009,2017-05-18,동원베네스트,84,3
370632,41250,56000000,1990,2017-05-19,하이텍아파트,38,1
370633,41250,155000000,2004,2017-05-19,대방노블랜드(8단지),59,12
370634,41250,148500000,2004,2017-05-20,대방노블랜드(8단지),58,19
370635,41250,114000000,1999,2017-05-22,지행주공2단지,49,6
370636,41250,227000000,2009,2017-05-22,동원베네스트,84,5
370637,41250,258000000,2005,2017-05-22,현진에버빌,127,2
370638,41250,150000000,2003,2017-05-23,부영아파트(3단지),84,1
370639,41250,250000000,2005,2017-05-23,현진에버빌,101,13
370640,41250,185000000,2004,2017-05-23,송내주공1단지,84,5
370641,41250,155000000,2004,2017-05-23,송내주공1단지,59,19
370642,41250,143000000,2004,2017-05-23,대방노블랜드(7단지),50,18
370643,41250,138000000,1999,2017-05-24,지행현대1차아파트,84,2
370644,41250,288000000,2009,2017-05-24,휴먼빌아파트,84,15
370645,41250,209000000,2005,2017-05-24,현진에버빌,90,1
370646,41250,250000000,2005,2017-05-24,현진에버빌,101,11
370647,41250,158000000,2004,2017-05-24,대방노블랜드(7단지),58,12
370648,41250,133000000,1999,2017-05-25,지행현대1차아파트,59,13
370649,41250,194000000,2011,2017-05-25,동양엔파트,84,2
370650,41250,222000000,2009,2017-05-25,동원베네스트,84,5
370651,41250,200000000,2011,2017-05-26,동양엔파트,84,11
370652,41250,162000000,2004,2017-05-27,송내주공2단지,59,10
370653,41250,227500000,2009,2017-05-29,휴먼빌아파트,84,13
370654,41250,243500000,2009,2017-05-29,동원베네스트,84,3
370655,41250,155000000,2004,2017-05-30,송내주공2단지,59,5
370656,41250,350000000,2005,2017-05-30,현진에버빌,164,1
370657,41250,158500000,2004,2017-05-31,송내주공1단지,59,7
370658,41250,215000000,2011,2017-05-31,동양엔파트,84,8
370659,41250,100000000,1995,2017-05-01,건영아파트,59,1
370660,41250,144000000,1993,2017-05-02,에이스아파트(3차),84,6
370661,41250,220000000,2005,2017-05-02,대방노블랜드2차,113,4
370662,41250,92000000,2002,2017-05-02,에이스아파트(5차),53,5
370663,41250,123000000,1995,2017-05-03,건영아파트,84,3
