부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
395733,42720,97000000,1992,2017-07-06,미진1,82,3
395734,42720,55000000,1998,2017-07-12,신아1차,39,12
395735,42720,180000000,2007,2017-07-21,거림하이츠빌,113,4
395736,42720,90000000,1992,2017-07-24,만복아트빌라,76,5
395737,42720,56000000,1998,2017-07-25,신아1차,39,10
395738,42720,75000000,1994,2017-07-26,미진2,52,12
395739,42720,33000000,1990,2017-07-31,우신,29,1
395740,42720,93000000,2001,2017-07-03,주공1차,49,3
395741,42720,122500000,2004,2017-07-11,주공2차,51,6
395742,42720,96500000,2001,2017-07-17,주공1차,49,14
395743,42720,95000000,2001,2017-07-22,주공1차,49,15
395744,42720,134000000,2004,2017-07-29,주공2차,59,15
395745,42720,94000000,2001,2017-07-31,주공1차,49,11
395746,42720,97000000,2007,2017-07-03,세영더-조은,59,8
395747,42720,99000000,2000,2017-07-19,청솔,59,10
395748,42720,108000000,1996,2017-07-22,현대,59,1
395749,42720,100600000,2000,2017-07-22,청솔,59,11
395750,42720,122000000,1996,2017-07-24,현대,59,8
395751,42720,146000000,1996,2017-07-31,현대,84,2
395752,42720,253000000,2006,2017-07-31,연봉아이파크,84,12
395753,42720,43000000,1999,2017-07-11,월드공영,39,4
395754,42750,44600000,1990,2017-09-11,삼호,48,4
395755,42750,41000000,1990,2017-09-30,삼호,44,1
395756,42750,105000000,1999,2017-09-02,주공4,59,4
395757,42750,50000000,1992,2017-09-06,주공2,47,2
395758,42750,106000000,1999,2017-09-07,주공4,59,2
395759,42750,85000000,1998,2017-09-07,주공3,49,12
395760,42750,61000000,1992,2017-09-08,주공2,47,5
395761,42750,84500000,1998,2017-09-08,주공3,49,14
395762,42750,55000000,1992,2017-09-08,주공2,39,2
395763,42750,65000000,1992,2017-09-08,주공2,47,5
395764,42750,242000000,2012,2017-09-16,드림채,84,9
395765,42750,164000000,2013,2017-09-20,레스트힐,59,8
395766,42750,62500000,1992,2017-09-22,주공2,47,4
395767,42750,82500000,1998,2017-09-25,주공3,49,9
395768,42750,104000000,1999,2017-09-28,주공4,59,2
395769,42750,24500000,1997,2017-09-01,신아,27,2
395770,42750,27000000,1997,2017-09-10,신아,27,5
395771,42750,15030000,1997,2017-09-20,신아,27,7
395772,42750,22000000,1997,2017-09-29,신아,27,3
395773,42750,37000000,1997,2017-09-30,신아,39,3
395774,42750,93000000,1994,2017-09-18,금용,73,10
395775,42750,39000000,1993,2017-09-20,장미,59,4
395776,42730,198000000,2009,2017-06-22,이안횡성,84,12
395777,42730,81000000,1997,2017-06-02,서도1차아파트,57,13
395778,42730,100000000,2001,2017-06-04,금광포란채,59,3
395779,42730,67000000,1995,2017-06-05,횡성원흥(2차),52,4
395780,42730,133050000,1998,2017-06-08,대동황토방,84,15
395781,42730,144000000,1998,2017-06-12,대동황토방,84,5
395782,42730,90500000,2001,2017-06-12,금광포란채,59,1
395783,42730,135000000,1998,2017-06-13,대동황토방,84,12
395784,42730,68000000,1995,2017-06-15,횡성원흥(2차),58,2
395785,42730,118000000,2001,2017-06-22,금광포란채,70,5
395786,42730,105000000,2001,2017-06-29,금광포란채,70,1
395787,42730,120000000,2001,2017-06-30,금광포란채,70,10
395788,42730,80000000,1992,2017-06-21,영진(A동),89,3
395789,42730,25000000,1988,2017-06-29,중앙,37,5
395790,42730,175000000,2007,2017-06-12,횡성보람더하임,84,1
395791,42730,50000000,1998,2017-06-12,서도2차,39,8
395792,42730,72000000,1999,2017-06-11,경림,58,14
395793,42730,86000000,1999,2017-06-21,경림,59,7
395794,42730,45400000,1999,2017-06-22,경림,37,2
395795,42730,45000000,1999,2017-06-28,경림,37,6
395796,44825,110000000,2000,2017-01-06,주공,49,6
395797,44825,210000000,2000,2017-01-09,주공,84,11
395798,44825,100000000,2000,2017-01-15,주공,49,12
395799,44825,83000000,2000,2017-01-16,주공,39,4
395800,44825,47000000,1989,2017-01-19,태안,48,1
395801,44825,75000000,2000,2017-01-20,주공,39,2
395802,44825,70000000,2000,2017-01-20,주공,39,1
395803,44825,170000000,2000,2017-01-23,주공,59,9
395804,44825,85000000,2000,2017-01-26,주공,39,12
395805,44825,178000000,2006,2017-01-03,진흥W-park,84,3
395806,44825,194000000,2006,2017-01-16,진흥W-park,84,8
395807,44825,185000000,2014,2017-01-16,태안남문코아루,59,12
395808,44825,191000000,2015,2017-01-18,렉시움,84,4
395809,44825,194000000,2015,2017-01-19,렉시움,84,4
395810,44825,65000000,1996,2017-01-05,태안신동아,59,15
395811,44825,57000000,1998,2017-01-13,삼호(765-2),59,7
395812,44825,90000000,1996,2017-01-17,태안신동아,84,10
395813,44825,80000000,1996,2017-01-23,태안신동아,84,2
395814,44825,40000000,1998,2017-01-23,삼호(765-2),47,5
395815,44825,134000000,2007,2017-01-05,골든캐슬,84,7
395816,44825,136000000,2007,2017-01-23,골든캐슬,84,1
395817,42830,31000000,1997,2017-10-12,태산2차,40,2
395818,42830,135000000,1992,2017-10-23,동북아트맨션,130,3
395819,42830,140000000,2006,2017-10-24,열방세이프,74,3
395820,42830,55000000,1995,2017-10-25,유화,41,9
395821,42830,130000000,2002,2017-10-18,명지푸르미,84,2
395822,42830,110000000,2002,2017-10-25,명지푸르미,59,7
395823,42830,57000000,2002,2017-10-26,명지푸르미,31,6
395824,42830,108000000,2005,2017-10-10,양양서문주공,51,4
395825,42830,137000000,2005,2017-10-16,양양서문주공,59,12
395826,42830,195000000,2016,2017-10-26,양양코아루,73,18
395827,42830,195000000,2016,2017-10-31,양양코아루,73,12
395828,42830,30000000,1998,2017-10-09,설악실크벨리,25,8
395829,42830,32000000,1998,2017-10-11,설악실크벨리,25,4
395830,42830,54000000,2003,2017-10-31,TM힐,30,1
395831,42830,160000000,2001,2017-10-10,심미,58,15
395832,42830,151000000,2001,2017-10-12,심미,58,5
395833,42830,108000000,2001,2017-10-16,심미,38,7
395834,42830,72000000,1998,2017-10-13,대목바다마을,38,2
395835,42830,70000000,1998,2017-10-27,대목바다마을,38,2
395836,42830,107500000,2004,2017-10-24,썬라이즈빌,38,2
395837,43730,142000000,2004,2017-12-07,옥천향수마을아파트,84,3
395838,43730,238000000,2007,2017-12-01,하늘빛 아파트,84,13
395839,43730,53000000,1999,2017-12-08,옥천문정주공(3)단지아파트,39,11
395840,43730,162000000,2007,2017-12-17,하늘빛 아파트,59,12
395841,43730,82000000,1998,2017-12-18,옥천문정주공(2)단지,49,15
395842,43730,157000000,2007,2017-12-27,하늘빛 아파트,59,9
395843,43730,82000000,1998,2017-12-31,옥천문정주공(2)단지,49,7
395844,43730,115000000,1992,2017-12-02,현대아파트,84,11
395845,43730,45000000,1987,2017-12-13,경동APT,50,2
395846,43730,102000000,1992,2017-12-19,현대아파트,74,10
395847,43730,100000000,1992,2017-12-27,현대아파트,74,7
395848,43730,131000000,1995,2017-12-08,옥천가화현대아파트,84,5
395849,43730,85000000,2002,2017-12-15,다산금빛아파트,59,10
395850,43730,125000000,2002,2017-12-08,옥천장야주공(1)단지,59,14
395851,43730,68000000,1994,2017-12-22,성진,59,6
395852,43730,96000000,2002,2017-12-22,옥천장야주공(1)단지,51,4
395853,43730,126500000,2002,2017-12-28,옥천장야주공(1)단지,59,12
395854,43730,125000000,2002,2017-12-31,옥천장야주공(1)단지,59,7
395855,43730,150000000,2017,2017-12-14,행복마을아파트 102동,53,3
395856,41290,720000000,2008,2017-08-01,래미안슈르,59,7
395857,41290,850000000,2008,2017-08-04,래미안슈르,84,6
395858,41290,856000000,2008,2017-08-05,래미안슈르,84,17
395859,41290,880000000,2008,2017-08-07,래미안슈르,84,6
395860,41290,885000000,2008,2017-08-08,래미안슈르,84,17
395861,41290,860000000,2008,2017-08-16,래미안슈르,84,6
395862,41290,1195000000,2008,2017-08-19,래미안슈르,137,18
395863,41290,885000000,2008,2017-08-20,래미안슈르,84,3
395864,41290,730000000,2008,2017-08-21,래미안슈르,59,3
395865,41290,640000000,2008,2017-08-23,래미안슈르,59,1
395866,41290,840000000,1982,2017-08-26,주공2,52,3
395867,41290,694000000,2008,2017-08-29,래미안슈르,59,14
395868,41290,860000000,1982,2017-08-30,주공2,52,2
395869,41290,870000000,1983,2017-08-01,주공4,82,15
395870,41290,1100000000,1982,2017-08-01,주공6,82,3
395871,41290,830000000,2008,2017-08-16,래미안슈르,84,14
395872,41290,823000000,2008,2017-08-21,래미안슈르,84,14
395873,41290,820000000,2008,2017-08-21,래미안슈르,84,8
395874,41290,850000000,1982,2017-08-21,주공9,82,2
395875,41290,720000000,1983,2017-08-22,주공8,73,5
395876,41290,760000000,1983,2017-08-26,주공8,73,5
395877,41290,880000000,1982,2017-08-29,주공7,47,4
395878,42830,150000000,2002,2017-01-19,태산3,84,8
395879,42830,95000000,2002,2017-01-16,명지푸르미,59,13
395880,42830,51000000,2002,2017-01-16,명지푸르미,31,4
395881,42830,100000000,2005,2017-01-03,양양서문주공,51,13
395882,42830,105000000,2005,2017-01-13,양양서문주공,51,6
395883,42830,20000000,1998,2017-01-04,설악실크벨리,25,6
395884,42830,23000000,1998,2017-01-09,설악실크벨리,25,3
395885,42830,27000000,1998,2017-01-16,설악실크벨리,25,10
395886,42830,27000000,1998,2017-01-16,설악실크벨리,25,10
395887,42830,70500000,1998,2017-01-10,삼호,49,12
395888,42830,52000000,1998,2017-01-12,삼호,39,11
395889,42830,70000000,1998,2017-01-18,삼호,49,4
395890,42830,51000000,1998,2017-01-27,삼호,39,7
395891,42830,85000000,2001,2017-01-09,심미,38,6
395892,42830,101000000,2001,2017-01-10,심미,48,4
395893,42830,125000000,2001,2017-01-26,심미,58,13
395894,42830,63000000,1998,2017-01-09,대목바다마을,38,7
395895,42830,63000000,1998,2017-01-14,대목바다마을,38,3
395896,42830,140000000,2000,2017-01-10,우정주택남애리치빌,84,6
395897,42830,72000000,2004,2017-01-20,썬라이즈빌,38,1
395898,43720,35000000,1990,2017-03-27,남산,59,3
395899,43720,38000000,1997,2017-03-02,극동,38,9
395900,43720,38000000,1997,2017-03-03,극동,38,4
395901,43720,45000000,1990,2017-03-06,동진,61,2
395902,43720,38000000,1990,2017-03-08,그린,56,5
395903,43720,40000000,1997,2017-03-25,극동,38,1
395904,43720,37000000,1997,2017-03-27,극동,38,1
395905,43720,139000000,2016,2017-03-02,프리미엄/뷰,59,13
395906,43720,145000000,2016,2017-03-02,두진 하트리움,59,12
395907,43720,145000000,2016,2017-03-04,두진 하트리움,59,8
395908,43720,145000000,2016,2017-03-05,두진 하트리움,59,6
395909,43720,145000000,2016,2017-03-06,두진 하트리움,59,3
395910,43720,145000000,2016,2017-03-06,두진 하트리움,59,7
395911,43720,145000000,2016,2017-03-06,두진 하트리움,59,5
395912,43720,145000000,2016,2017-03-09,두진 하트리움,59,5
395913,43720,71000000,1994,2017-03-11,대동,59,1
395914,43720,139000000,2016,2017-03-13,프리미엄/뷰,59,12
395915,43720,145000000,2016,2017-03-16,두진 하트리움,59,5
395916,43720,139000000,2016,2017-03-21,프리미엄/뷰,59,5
395917,43720,139000000,2016,2017-03-27,프리미엄/뷰,59,2
395918,44825,157000000,2000,2017-10-13,주공,59,9
395919,44825,172000000,2000,2017-10-14,동안,109,7
395920,44825,75000000,2000,2017-10-18,주공,39,11
395921,44825,103000000,2000,2017-10-19,주공,49,6
395922,44825,83000000,2000,2017-10-20,주공,39,8
395923,44825,102000000,2000,2017-10-23,주공,49,13
