부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
397535,42810,95000000,2003,2017-07-03,내설악,59,10
397536,42810,110000000,1990,2017-07-28,낙원,82,2
397537,42810,80000000,2003,2017-07-28,내설악,59,5
397538,42810,95000000,2004,2017-07-21,한양쉐르빌(101동),53,10
397539,42810,85000000,1991,2017-07-05,미진원통아파트,80,7
397540,42810,35000000,1997,2017-07-14,혜진2차,49,5
397541,42810,45000000,2001,2017-07-17,신아,29,10
397542,42810,31000000,2004,2017-07-07,산호,48,4
397543,43720,32000000,1990,2017-10-24,그린,56,1
397544,43720,93000000,2004,2017-10-09,로얄팔레스,84,5
397545,43720,160000000,2007,2017-10-10,황실,84,5
397546,43720,245000000,2015,2017-10-10,대신리치빌2차,113,9
397547,43720,37500000,2001,2017-10-13,남양리츠빌,29,12
397548,43720,37000000,2001,2017-10-13,남양리츠빌,29,12
397549,43720,139000000,2016,2017-10-17,프리미엄/뷰,59,5
397550,43720,15500000,1986,2017-10-14,조일,50,3
397551,41820,85000000,1992,2017-01-10,준수아파트A동,60,1
397552,41820,215000000,2007,2017-01-10,에이원파란채,84,2
397553,41820,260000000,2007,2017-01-13,에이원파란채,115,7
397554,41820,260000000,2014,2017-01-10,북한강코아루,84,16
397555,41820,140000000,2007,2017-01-18,로얄,84,8
397556,41820,155000000,1998,2017-01-19,청구,84,12
397557,41820,155000000,1998,2017-01-19,청구,84,1
397558,41820,215000000,2012,2017-01-19,청평삼성쉐르빌,69,5
397559,44760,69000000,1986,2017-11-14,동남주공,47,1
397560,44760,61700000,1995,2017-11-14,신안(190-2),73,4
397561,44760,42000000,1986,2017-11-21,동남주공,39,1
397562,44760,58000000,1991,2017-11-09,쌍북주공1,39,1
397563,44760,134000000,2000,2017-11-14,왕궁,59,2
397564,44760,107000000,2002,2017-11-03,대동,84,4
397565,44760,50000000,2000,2017-11-24,덕암비홍,45,8
397566,44760,49000000,2000,2017-11-25,덕암비홍,45,6
397567,43800,40000000,1985,2017-08-04,주공,39,2
397568,43800,39000000,1985,2017-08-13,주공,39,1
397569,43800,34000000,1985,2017-08-17,주공,39,5
397570,43800,52000000,2005,2017-08-01,단양태양드림빌,50,14
397571,43800,25000000,1992,2017-08-03,공간가든2,37,3
397572,43800,70000000,1994,2017-08-09,평동한라,84,1
397573,43800,48500000,2005,2017-08-25,단양태양드림빌,50,3
397574,43800,42000000,2005,2017-08-30,단양태양드림빌,50,2
397575,43720,83000000,1997,2017-08-03,거성,59,10
397576,43720,65000000,1990,2017-08-14,동진,61,8
397577,43720,40000000,1997,2017-08-18,극동,38,9
397578,43720,60000000,1997,2017-08-22,극동,59,1
397579,43720,139000000,2016,2017-08-01,프리미엄/뷰,59,3
397580,43720,139000000,2016,2017-08-01,프리미엄/뷰,59,9
397581,43720,98000000,2004,2017-08-16,로얄팔레스,84,4
397582,43720,145000000,2016,2017-08-23,두진 하트리움,59,2
397583,44760,51000000,1986,2017-07-01,동남주공,39,1
397584,44760,60500000,1991,2017-07-10,쌍북주공1,39,3
397585,44760,129000000,2000,2017-07-19,왕궁,59,4
