부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
394030,41830,150000000,1995,2017-05-01,금광2,59,3
394031,41830,174000000,1992,2017-05-04,그린맨션1,84,3
394032,41830,338500000,2009,2017-05-12,휴먼빌,84,10
394033,41830,200000000,1995,2017-05-15,금광2,103,9
394034,41830,350000000,2012,2017-05-17,현대성우오스타 코아루 주상복합,124,14
394035,41830,213000000,2013,2017-05-22,양평스카이파크,81,3
394036,41830,180000000,1996,2017-05-23,양평현대,59,16
394037,41830,254000000,2016,2017-05-01,한신휴플러스,75,16
394038,41830,150000000,2003,2017-05-08,행복마을(공흥주공),46,4
394039,41830,151500000,2003,2017-05-14,행복마을(공흥주공),46,5
394040,41830,223000000,2016,2017-05-20,한신휴플러스,59,13
394041,41830,273000000,2016,2017-05-20,한신휴플러스,75,15
394042,41830,220000000,2010,2017-05-03,블루밍1단지,84,17
394043,41830,255000000,2010,2017-05-30,블루밍2단지,114,3
394044,41830,219000000,2010,2017-05-20,양평현대성우(2단지),69,4
394045,41830,235000000,2010,2017-05-21,양평현대성우(1단지),84,10
394046,41830,300000000,2010,2017-05-22,양평현대성우(1단지),104,6
394047,41830,180000000,2017,2017-05-25,양평휴먼빌2차,59,4
394048,41830,215000000,2010,2017-05-28,양평현대성우(1단지),84,12
394049,41830,276000000,2010,2017-05-29,양평현대성우(3단지),104,7
394050,41830,233000000,2017,2017-05-29,양평휴먼빌2차,70,11
394051,41830,295000000,2000,2017-05-08,삼익,84,6
394052,41830,254000000,2000,2017-05-11,삼익,84,10
394053,41830,415000000,2009,2017-05-30,양수아이파크(1단지),122,5
394054,41830,200000000,2000,2017-05-31,삼익,59,5
394055,41830,278000000,2016,2017-05-01,용문코아루,76,9
394056,41830,95000000,2004,2017-05-18,용문그린,59,1
394057,41830,177000000,2004,2017-05-22,용문그린,84,13
394058,41830,139000000,2004,2017-05-22,용문그린,59,6
394059,41830,242000000,2016,2017-05-24,용문코아루,62,5
394060,43745,54500000,1988,2017-03-03,주공,39,1
394061,43745,160000000,1991,2017-03-04,삼보로얄맨션,132,3
394062,43745,198000000,2007,2017-03-11,파라디아1차,84,6
394063,43745,58500000,1988,2017-03-16,주공,39,1
394064,43745,69000000,1992,2017-03-25,영우,59,9
394065,43745,72000000,1988,2017-03-25,주공,46,1
394066,43745,51000000,1988,2017-03-25,주공,39,5
394067,43745,74500000,1992,2017-03-01,증평삼일,59,14
394068,43745,180000000,1992,2017-03-04,증평삼일,162,4
394069,43745,118500000,1992,2017-03-06,증평삼일,84,7
394070,43745,77500000,1992,2017-03-20,증평삼일,59,4
394071,43745,90000000,2003,2017-03-21,증평4주공,51,10
394072,43745,84000000,1992,2017-03-22,증평삼일,59,13
394073,43745,90000000,2003,2017-03-23,증평4주공,51,2
394074,43745,125000000,1992,2017-03-25,증평삼일,84,3
394075,43745,77500000,1992,2017-03-27,증평삼일,59,7
394076,43745,120000000,1992,2017-03-28,증평삼일,84,14
394077,43745,122000000,2003,2017-03-28,증평4주공,59,6
394078,43745,135000000,1992,2017-03-30,증평삼일,84,4
394079,43745,97000000,2003,2017-03-30,증평4주공,51,11
394080,43745,110000000,1992,2017-03-31,증평삼일,84,1
394081,43745,67000000,1994,2017-03-15,삼일무지개,59,9
394082,43745,23000000,1988,2017-03-24,한성,39,5
394083,43745,62000000,1994,2017-03-31,삼일무지개,59,2
394084,43745,214000000,2006,2017-03-07,한라비발디,127,3
394085,43745,191500000,2006,2017-03-12,한라비발디,84,8
394086,43745,191000000,2006,2017-03-18,한라비발디,84,15
394087,43745,94500000,2005,2017-03-21,일진뜨리에,59,11
394088,43745,168500000,2014,2017-03-24,지평더웰,59,11
394089,43745,162000000,2014,2017-03-25,지평더웰,59,2
394090,43745,24000000,2001,2017-03-06,서호이타운,28,14
394091,43745,20000000,2001,2017-03-24,서호이타운,28,3
394092,42190,97500000,2001,2017-01-02,선명5차,59,14
394093,42190,115000000,2002,2017-01-03,유진2차아트빌,59,8
394094,42190,40000000,1989,2017-01-04,공무원,45,2
394095,42190,158000000,2007,2017-01-04,이원예채,84,7
394096,42190,40000000,1987,2017-01-04,우석(106동-107동),41,3
394097,42190,48000000,2001,2017-01-09,태백황지청솔,38,5
394098,42190,151080000,2014,2017-01-09,대산2차하이츠빌,59,12
394099,42190,165000000,2011,2017-01-09,중앙하이츠,70,6
394100,42190,149000000,2007,2017-01-09,영조아름다운나날,84,13
394101,42190,150000000,2007,2017-01-09,영조아름다운나날,84,10
394102,42190,92000000,2004,2017-01-09,태백3주공,59,2
394103,42190,48000000,2001,2017-01-09,태백황지청솔,38,6
394104,42190,85000000,2002,2017-01-12,유진2차아트빌,59,9
394105,42190,107000000,2006,2017-01-13,유진3차아트빌,59,3
394106,42190,148160000,2014,2017-01-13,대산2차하이츠빌,59,8
394107,42190,35000000,1983,2017-01-14,주공,38,4
394108,42190,147500000,2007,2017-01-14,영조아름다운나날,84,5
394109,42190,88500000,2000,2017-01-15,선명3차,59,9
394110,42190,39000000,1985,2017-01-16,주공2,39,4
394111,42190,140000000,2007,2017-01-16,영조아름다운나날,84,13
394112,42190,138000000,2006,2017-01-17,유진3차아트빌,59,9
394113,42190,107000000,2006,2017-01-18,유진3차아트빌,59,8
394114,42190,145000000,2014,2017-01-18,대산2차하이츠빌,59,12
394115,42190,147000000,2007,2017-01-18,영조아름다운나날,84,15
394116,42190,78000000,2000,2017-01-19,선명3차,59,1
394117,42190,225000000,2007,2017-01-19,이원예채,84,14
394118,42190,160000000,2006,2017-01-19,유진3차아트빌,118,1
394119,42190,147000000,2007,2017-01-20,영조아름다운나날,84,6
394120,42190,200000000,2011,2017-01-20,중앙하이츠,70,14
394121,42190,183000000,2007,2017-01-23,이원예채,84,9
394122,42190,200000000,2006,2017-01-31,유진3차아트빌,118,2
394123,42190,15000000,1986,2017-01-17,동점,39,1
394124,42190,9000000,1986,2017-01-18,동점,39,5
394125,42230,85000000,2003,2017-05-01,교동청솔2차,59,4
394126,42230,92000000,2005,2017-05-04,교동코아루,60,13
394127,42230,78000000,1996,2017-05-10,동부,59,1
394128,42230,83000000,1996,2017-05-12,동부,59,4
394129,42230,54000000,1993,2017-05-16,강부2,49,12
394130,42230,95000000,2005,2017-05-17,교동코아루,60,12
394131,42230,93000000,2003,2017-05-22,교동청솔2차,59,11
394132,42230,126500000,1998,2017-05-27,신동아,59,13
394133,42230,50000000,1993,2017-05-29,강부2,49,6
394134,42230,40000000,1992,2017-05-26,혜진1,52,3
394135,42230,97000000,1991,2017-05-22,한양,84,13
394136,42230,110000000,1994,2017-05-01,동화3차,84,2
394137,42230,82000000,1995,2017-05-02,세연상가,70,2
394138,42230,140000000,1990,2017-05-04,한흥프라자,84,7
394139,42230,50000000,1988,2017-05-10,백조임대(348-7),49,4
394140,42230,50000000,1988,2017-05-16,백조임대(348-7),49,1
394141,42230,110000000,1990,2017-05-23,선경맨션2차,84,4
394142,42230,40000000,1995,2017-05-29,세연상가,53,6
394143,42230,59000000,1991,2017-05-30,진주,49,3
394144,42230,53500000,1997,2017-05-31,원조임대,59,1
394145,42230,33000000,1995,2017-05-01,강부3차,27,11
394146,42230,31000000,1995,2017-05-01,강부3차,27,14
394147,42230,57000000,1999,2017-05-02,유성,48,11
394148,42230,172500000,2005,2017-05-04,현진에버빌,64,7
394149,42230,55000000,1998,2017-05-12,석미,39,11
394150,42230,53500000,1998,2017-05-12,석미,39,15
394151,42230,75000000,1998,2017-05-16,석미,56,2
394152,42230,86000000,2002,2017-05-24,청솔1차,59,12
394153,42230,80000000,1998,2017-05-24,석미,56,5
394154,42230,74000000,1998,2017-05-24,석미,56,13
394155,42230,195000000,2005,2017-05-25,현진에버빌,80,8
394156,42230,200000000,2005,2017-05-29,현진에버빌,80,5
394157,42230,13000000,1989,2017-05-26,한림,37,2
394158,42230,50500000,1992,2017-05-17,동산,59,2
394159,42230,60000000,1991,2017-03-01,명보2차,58,4
394160,42230,170000000,2005,2017-03-06,교동코아루,84,5
394161,42230,94000000,2005,2017-03-06,교동코아루,60,9
394162,42230,88000000,2003,2017-03-14,교동청솔2차,59,11
394163,42230,93000000,2005,2017-03-15,교동코아루,60,7
394164,42230,180000000,2005,2017-03-16,교동코아루,84,11
394165,42230,52500000,1993,2017-03-17,강부2,49,9
394166,42230,90000000,2003,2017-03-18,교동청솔2차,59,12
394167,42230,162000000,2005,2017-03-20,교동코아루,84,4
394168,42230,121000000,1998,2017-03-29,신동아,59,14
394169,42230,94000000,1998,2017-03-05,원당현대,59,11
394170,42230,55000000,1992,2017-03-16,삼척원당장기임대,47,2
394171,42230,100000000,1991,2017-03-17,한양,84,8
394172,42230,45000000,1995,2017-03-03,세연상가,53,8
394173,42230,103000000,1987,2017-03-08,백조맨션1차,84,3
394174,42230,95000000,1990,2017-03-17,동화1차,83,4
394175,42230,50000000,1997,2017-03-14,원조임대,59,1
394176,42230,31500000,1995,2017-03-02,강부3차,27,7
394177,42230,52500000,1998,2017-03-03,석미,39,1
394178,42230,73000000,1998,2017-03-05,석미,56,7
394179,42230,84000000,2002,2017-03-09,청솔1차,59,3
394180,42230,175000000,2005,2017-03-10,현진에버빌,80,1
394181,42230,163000000,2005,2017-03-20,현진에버빌,64,10
394182,42230,54000000,1998,2017-03-22,석미,39,10
394183,42230,70000000,1998,2017-03-23,석미,56,7
394184,42230,84500000,2002,2017-03-24,청솔1차,59,5
394185,42230,44000000,1999,2017-03-25,유성,39,1
394186,42230,55500000,1999,2017-03-25,유성,48,14
394187,42230,70000000,1998,2017-03-29,석미,56,12
394188,42230,75000000,1998,2017-03-29,석미,56,12
394189,42230,60000000,1999,2017-03-30,유성,59,1
394190,42230,90000000,2002,2017-03-30,청솔1차,59,7
394191,42230,63000000,1996,2017-03-31,동화4차,59,3
394192,42230,229000000,2005,2017-03-31,현진에버빌,84,7
394193,42190,87500000,2004,2017-07-03,태백3주공,51,15
394194,42190,82460000,2004,2017-07-04,태백3주공,51,3
394195,42190,155000000,2011,2017-07-04,중앙하이츠,70,11
394196,42190,180000000,2007,2017-07-04,이원예채,123,1
394197,42190,147000000,2007,2017-07-04,영조아름다운나날,84,15
394198,42190,100000000,1996,2017-07-06,현대,84,9
394199,42190,41000000,1985,2017-07-07,주공2,39,5
394200,42190,206500000,2014,2017-07-07,대산2차하이츠빌,84,15
394201,42190,183000000,2007,2017-07-07,이원예채,84,1
394202,42190,40000000,1985,2017-07-08,주공2,39,2
394203,42190,215000000,2014,2017-07-11,대산2차하이츠빌,84,11
394204,42190,38000000,1989,2017-07-12,공무원,45,5
394205,42190,206500000,2014,2017-07-12,대산2차하이츠빌,84,6
394206,42190,148680000,2014,2017-07-13,대산2차하이츠빌,59,14
394207,42190,86500000,1996,2017-07-14,현대,59,4
394208,42190,30000000,1991,2017-07-14,청록,44,3
394209,42190,206500000,2014,2017-07-17,대산2차하이츠빌,84,11
394210,42190,196320000,2014,2017-07-18,대산2차하이츠빌,84,12
394211,42190,148680000,2014,2017-07-18,대산2차하이츠빌,59,5
394212,42190,35000000,1985,2017-07-19,주공2,39,1
394213,42190,174000000,2014,2017-07-20,에코빌,84,11
394214,42190,206500000,2014,2017-07-21,대산2차하이츠빌,84,5
394215,42190,143000000,2007,2017-07-24,영조아름다운나날,84,12
394216,42190,171270000,2014,2017-07-24,대산2차하이츠빌,84,3
394217,42190,154500000,2011,2017-07-27,중앙하이츠,70,7
394218,42190,51000000,2001,2017-07-30,태백황지청솔,38,14
394219,42190,52000000,1999,2017-07-31,선명1차,36,9
394220,42190,150000000,2006,2017-07-31,유진3차아트빌,84,3
394221,42190,14000000,1986,2017-07-20,동점,39,3
394222,42190,93000000,2006,2017-07-04,브라이튼,59,5
394223,42190,98000000,2006,2017-07-05,브라이튼,59,4
394224,42190,58000000,1999,2017-07-16,선명2차,59,4
394225,42190,57000000,1999,2017-07-21,선명2차,59,14
394226,44810,80000000,1993,2017-05-04,능금마을신성,59,5
394227,44810,80000000,2001,2017-05-17,애플타운나임,57,7
394228,44810,73500000,2001,2017-05-21,애플타운나임,57,4
394229,44810,56000000,1993,2017-05-31,능금마을신성,59,3
394230,44810,52000000,1997,2017-05-10,"석탑,까치마을",38,3
394231,44810,54000000,1997,2017-05-30,"석탑,까치마을",38,12
394232,44810,94000000,2000,2017-05-05,주공,59,5
394233,44810,159000000,2006,2017-05-06,예산1차세광엔리치타워,84,1
394234,44810,124000000,1996,2017-05-12,한신,84,11
394235,44810,185000000,2006,2017-05-18,예산1차세광엔리치타워,84,7
394236,44810,94000000,2000,2017-05-19,주공,59,7
394237,44810,54000000,1998,2017-05-25,유익효도마을,41,14
394238,44810,150000000,2015,2017-05-28,예산이에스아뜨리움,65,1
394239,44810,95000000,1996,2017-05-30,한신,59,11
394240,44810,75000000,1990,2017-05-07,풍진,83,3
394241,44810,45000000,1993,2017-05-22,청천,50,4
394242,44810,39200000,1992,2017-05-04,성문,59,3
394243,44810,38000000,1992,2017-05-11,성문,51,5
394244,44810,44500000,1992,2017-05-29,성문,51,3
394245,44810,60000000,1994,2017-05-29,신례원현대,59,6
394246,44810,79000000,1994,2017-05-30,신례원현대,59,10
394247,44810,60000000,1994,2017-05-10,남선,59,4
394248,44810,168000000,2008,2017-05-08,이테크써니밸리,84,6
394249,44810,50000000,1998,2017-05-20,태산,37,7
394250,44810,94000000,2000,2017-05-21,아람파크빌,84,10
394251,44810,70000000,2003,2017-05-23,은행마을,55,6
394252,44810,67500000,2003,2017-05-26,은행마을,55,3
394253,44810,23000000,1998,2017-05-04,신암삼신,46,4
394254,44810,20500000,1998,2017-05-08,신암삼신,46,6
394255,44810,42500000,1997,2017-05-19,아이티임포빌청수마을아파트,40,7
394256,42760,66000000,1993,2017-07-06,유존양지,58,4
394257,42760,97000000,1992,2017-07-13,강변,77,8
394258,42760,190000000,2015,2017-07-26,두레아트힐,84,6
394259,42760,58000000,1993,2017-07-13,유존양지2차,59,1
394260,42760,62000000,2003,2017-07-12,해피밸리,36,11
394261,42760,84500000,2004,2017-07-25,장웅파인힐,47,13
394262,42760,47000000,1998,2017-07-12,성원,38,6
394263,42760,50000000,1998,2017-07-13,성원,38,10
394264,42760,43000000,1998,2017-07-14,성원,38,1
394265,42760,47000000,1998,2017-07-19,성원,38,10
394266,42760,47000000,1998,2017-07-19,성원,38,3
394267,42760,78500000,1995,2017-07-25,석미,54,8
394268,42760,50000000,1998,2017-07-28,성원,38,8
394269,42760,84000000,2001,2017-07-17,유덕휴먼빌리지,59,9
394270,42760,71000000,2001,2017-07-26,유덕휴먼빌리지,59,8
394271,42760,49000000,2001,2017-07-26,유덕휴먼빌리지,39,9
394272,42760,150000000,2007,2017-07-07,알펜로제,54,6
394273,42760,145000000,2008,2017-07-10,동관노블카운티,84,5
394274,42760,39600000,1998,2017-07-14,동보,26,6
394275,42760,53000000,1998,2017-07-17,동보,32,12
394276,42760,30000000,1998,2017-07-18,동보,26,5
394277,42760,200000000,2006,2017-07-19,쉐모아,84,1
394278,42760,165000000,2007,2017-07-20,알펜로제,54,8
394279,42760,115000000,2007,2017-07-20,알펜로제,54,5
394280,42760,35000000,1998,2017-07-24,동보,26,13
394281,42760,160000000,1988,2017-07-24,뉴월드빌라신관,92,2
394282,42760,38500000,1998,2017-07-24,동보,26,4
394283,42760,40500000,1998,2017-07-26,동보,26,13
394284,42760,165000000,2007,2017-07-29,알펜로제,54,12
394285,42760,39000000,1998,2017-07-31,동보,26,9
394286,44810,79000000,2002,2017-10-13,평화2차,59,13
394287,44810,105000000,1993,2017-10-19,능금마을신성,84,5
394288,44810,63000000,2002,2017-10-25,평화2차,59,14
394289,44810,123000000,1993,2017-10-30,능금마을신성,84,7
394290,44810,85000000,1994,2017-10-10,충일,84,9
394291,44810,95000000,1997,2017-10-21,"석탑,까치마을",59,8
394292,44810,50000000,1998,2017-10-10,유익효도마을,41,8
394293,44810,78000000,2000,2017-10-19,주공,49,1
394294,44810,90000000,2000,2017-10-19,주공,59,8
394295,44810,46000000,1998,2017-10-20,유익효도마을,41,10
