부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
259096,31170,205000000,1998,2017-03-01,한라한아름빌리지,84,8
259097,31170,120000000,1990,2017-03-01,한양코아맨션,54,7
259098,31170,174000000,2007,2017-03-02,외국인사택,48,5
259099,31170,107500000,1991,2017-03-03,우진비둘기2,67,1
259100,31170,174000000,2007,2017-03-03,외국인사택,48,10
259101,31170,310000000,2007,2017-03-04,문현아이파크,84,11
259102,31170,250000000,2011,2017-03-04,best village 2,77,12
259103,31170,313200000,2007,2017-03-06,외국인사택,84,3
259104,31170,278000000,2014,2017-03-06,Ocean Village10차 & 대호하이빌20차,84,9
259105,31170,430000000,2007,2017-03-06,그린예채,113,9
259106,31170,208000000,2013,2017-03-08,리버빌,70,3
259107,31170,146000000,1994,2017-03-09,나래골든,59,13
259108,31170,185000000,1997,2017-03-09,현대비치타운,59,12
259109,31170,313200000,2007,2017-03-10,외국인사택,84,3
259110,31170,174000000,2007,2017-03-10,외국인사택,48,2
259111,31170,313200000,2007,2017-03-10,외국인사택,84,7
259112,31170,313200000,2007,2017-03-10,외국인사택,84,6
259113,31170,313200000,2007,2017-03-10,외국인사택,84,5
259114,31170,321900000,2007,2017-03-10,외국인사택,84,3
259115,31170,178000000,1998,2017-03-12,정림,59,2
259116,31170,313200000,2007,2017-03-13,외국인사택,84,12
259117,31170,292000000,2015,2017-03-15,엘리제,83,12
259118,31170,290000000,2014,2017-03-16,Ocean Village10차 & 대호하이빌20차,84,7
259119,31170,313200000,2007,2017-03-17,외국인사택,84,8
259120,31170,360000000,2014,2017-03-18,대왕암엘크루,84,17
259121,31170,139000000,1989,2017-03-20,정우비치1,74,2
259122,31170,370000000,2014,2017-03-20,대왕암엘크루,84,13
259123,31170,174000000,2007,2017-03-20,외국인사택,48,3
259124,31170,174000000,2007,2017-03-20,외국인사택,48,3
259125,31170,255000000,2011,2017-03-22,에스코빌 세븐,84,12
259126,31170,263000000,2014,2017-03-22,대왕암엘크루,59,5
259127,31170,348000000,2014,2017-03-22,대왕암엘크루,84,6
259128,31170,312000000,2007,2017-03-24,문현아이파크,84,11
259129,31170,290000000,2016,2017-03-24,로하스해비치아파트,84,9
259130,31170,290000000,2016,2017-03-24,로하스해비치아파트,84,8
259131,31170,174000000,2007,2017-03-24,외국인사택,48,4
259132,31170,330000000,2014,2017-03-25,대왕암엘크루,74,10
259133,31170,174000000,2007,2017-03-27,외국인사택,48,2
259134,31170,370000000,2014,2017-03-27,대왕암엘크루,84,7
259135,31170,174000000,2007,2017-03-28,외국인사택,48,1
259136,31170,125000000,1990,2017-03-29,한양코아맨션,54,6
259137,31170,230000000,2008,2017-03-29,남경비발디,84,14
259138,31170,130000000,1989,2017-03-30,신진파크맨션,70,1
259139,31170,170000000,2007,2017-03-30,외국인사택,48,2
