부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
459867,47720,202000000,2016,2017-05-20,부국타워B,84,1
459868,47720,99500000,1991,2017-05-15,명성1,80,2
459869,48850,55000000,1997,2017-07-20,삼화,84,1
459870,48850,110000000,2002,2017-07-26,미진스위트빌,84,12
459871,46810,91500000,1996,2017-05-25,금호,58,5
459872,46810,124000000,1996,2017-05-29,금호,58,3
459873,46860,83000000,1991,2017-10-25,동광,71,4
459874,46860,70000000,2002,2017-10-30,내교주공,51,1
459875,46900,66000000,1995,2017-01-09,청와,59,5
459876,46900,73000000,2009,2017-01-03,인산,60,7
459877,46720,190000000,2010,2017-11-21,곡성 기차마을 아뜨리움,84,3
459878,46720,159000000,2010,2017-02-22,곡성 기차마을 아뜨리움,59,4
459879,47760,130000000,2003,2017-05-02,다솜찬마을 101동,84,5
459880,48860,152260000,2014,2017-08-12,산청 삼한사랑채,72,8
459881,48720,70000000,1991,2017-09-12,상진들국화맨션,70,1
459882,46710,185000000,2015,2017-11-02,담양 별해리,59,2
459883,46710,183500000,2015,2017-04-03,담양 별해리,59,4
459884,47920,162000000,2012,2017-11-17,글로벌시티2,58,6
459885,46720,96000000,2004,2017-07-22,한양파크빌,57,2
459886,48720,87500000,2001,2017-01-19,석호빌라,72,2
459887,47720,200000000,2016,2017-03-13,부국타워B,84,1
459888,47720,215000000,2016,2017-01-10,부국타워A,84,7
459889,47720,205000000,2016,2017-04-10,부국타워A,84,1
459890,46720,74000000,1998,2017-05-04,성암맨션,59,13
459891,47760,53000000,2001,2017-08-23,은성,51,2
459892,47760,55000000,2001,2017-04-07,은성,51,1
459893,47940,100000000,1982,2017-09-19,울릉상록,47,4
459894,48720,87500000,1997,2017-12-08,서광,59,3
459895,46720,88200000,1997,2017-10-12,도림,59,11
459896,47750,39500000,1994,2017-02-21,무지개,55,5
459897,46860,88000000,2002,2017-09-22,내교주공,51,2
459898,45770,50000000,1990,2017-12-26,신천,57,2
459899,46910,24000000,1992,2017-01-26,대동,84,5
459900,48840,100000000,1992,2017-11-08,남양,76,2
459901,45770,57000000,1990,2017-06-19,신천,58,2
459902,46710,43000000,1992,2017-08-17,새봄,42,4
459903,47760,46000000,1991,2017-09-21,서원,53,3
