부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
440158,47130,150000000,2014,2017-02-08,가나,84,3
440159,47130,190000000,2016,2017-02-13,가나아파트3차,82,3
440160,47130,207000000,2015,2017-02-21,천년효성미소,57,3
440161,47130,164500000,2007,2017-02-24,그랜드파크,70,7
440162,47130,163000000,2014,2017-02-06,벨리시아,77,2
440163,47130,28000000,1997,2017-02-07,대신유니하우스,21,2
440164,47130,218000000,2015,2017-02-15,센텀파크,59,4
440165,47130,106500000,2015,2017-02-17,이룸찬A동,36,2
440166,47130,29000000,1997,2017-02-22,대신유니하우스,21,1
440167,47130,29000000,1997,2017-02-22,대신유니하우스,21,1
440168,47130,84500000,1984,2017-02-23,무궁화(나)동,56,2
440169,47130,188000000,2015,2017-02-26,라온펠리스,80,4
440170,47130,170000000,1996,2017-02-04,대우2차,84,8
440171,47130,150000000,1996,2017-02-06,충효에덴타운,84,2
440172,47130,140000000,2000,2017-02-07,경동하이츠3차,84,1
440173,47130,100000000,1996,2017-02-09,대신그린타운,59,2
440174,47130,105000000,1996,2017-02-10,대우1차,59,4
440175,47130,70500000,1995,2017-02-12,삼보마을1차,44,5
440176,47130,134000000,1996,2017-02-13,대우1차,59,3
440177,47130,239000000,2015,2017-02-13,경주 충효 신원아침도시,84,1
440178,47130,101000000,1995,2017-02-13,삼보마을1차,59,6
440179,47130,177000000,1997,2017-02-16,삼보마을2차,84,7
440180,47130,270000000,2015,2017-02-18,경주 충효 신원아침도시,84,7
440181,47130,250000000,2015,2017-02-19,경주 충효 신원아침도시,84,7
440182,47130,121500000,1996,2017-02-20,대우1차,59,5
440183,47130,110000000,1996,2017-02-21,대우2차,59,7
440184,47130,265000000,2010,2017-02-21,이안,84,8
440185,47130,220000000,2004,2017-02-21,삼정그린뷰경주본가2단지,84,2
440186,47130,110000000,1996,2017-02-21,대우2차,59,13
440187,47130,160000000,1996,2017-02-23,대우2차,84,8
440188,47130,165000000,1996,2017-02-24,대우1차,84,7
440189,47130,265000000,2015,2017-02-24,경주 충효 신원아침도시,84,6
440190,47130,25500000,1997,2017-02-28,대신유니하우스,21,3
440191,47130,350000000,2010,2017-02-06,코아루그랑블,236,13
440192,47130,350000000,2010,2017-02-06,코아루그랑블,236,13
440193,47130,261000000,2010,2017-02-11,코아루그랑블,129,1
440194,47130,200000000,2010,2017-02-21,코아루그랑블,84,6
440195,47130,175000000,2010,2017-02-24,코아루그랑블,84,3
440196,47130,70000000,1986,2017-02-01,황성주공1차,39,5
440197,47130,123000000,1992,2017-02-02,청우2차(102동),66,4
440198,47130,135000000,1997,2017-02-03,청우4차(401동),59,17
440199,47130,108000000,1986,2017-02-03,황성주공1차,47,1
440200,47130,217000000,1998,2017-02-03,황성현대5,84,8
440201,47130,154000000,1992,2017-02-06,럭키황성 101동~105동,84,1
440202,47130,88000000,1986,2017-02-07,황성주공1차,39,5
440203,47130,102000000,1994,2017-02-08,신흥로얄맨션1차(101동),60,2
440204,47130,130000000,1993,2017-02-10,삼보타운3차(106동),59,15
440205,47130,170000000,1995,2017-02-11,"신흥로얄맨션2차(102,103동)",84,11
440206,47130,156000000,1997,2017-02-11,청우3차(301~303동),84,3
440207,47130,96000000,1991,2017-02-12,황성주공2차,39,3
440208,47130,162000000,1992,2017-02-13,황성현대2차,84,4
440209,47130,172000000,1992,2017-02-14,럭키황성 101동~105동,84,4
440210,47130,160000000,1997,2017-02-14,청우3차(301~303동),84,4
440211,47130,130000000,1993,2017-02-14,삼보타운3차(106동),73,1
440212,47130,158000000,1992,2017-02-15,황성현대2차,84,2
440213,47130,200000000,2014,2017-02-15,황성나라빌,84,5
440214,47130,205000000,1998,2017-02-15,황성현대5,84,6
440215,47130,90000000,1991,2017-02-17,황성주공2차,39,5
440216,47130,145000000,1993,2017-02-18,신안그린파크,83,4
440217,47130,95000000,2002,2017-02-18,한길골든빌,48,6
440218,47130,35000000,1995,2017-02-20,진홍빌리지,35,6
440219,47130,160000000,1992,2017-02-20,황성현대2차,84,5
440220,47130,80000000,1986,2017-02-22,황성주공1차,31,3
440221,47130,92000000,1991,2017-02-22,황성주공2차,39,2
440222,47130,170000000,1995,2017-02-24,"신흥로얄맨션2차(102,103동)",84,15
440223,47130,88000000,1986,2017-02-24,황성주공1차,39,4
440224,47130,190000000,1998,2017-02-28,황성현대5,84,2
440225,47130,198000000,1998,2017-02-28,황성현대5,84,7
440226,47130,93000000,1993,2017-02-01,대신맨션2차,59,14
440227,47130,250000000,2013,2017-02-01,용황kcc스위첸,84,9
440228,47130,100000000,1993,2017-02-02,계림시영,49,4
440229,47130,160000000,1996,2017-02-03,서한타운,84,5
440230,47130,118000000,1993,2017-02-07,우주용강타운,65,13
440231,47130,277580000,2010,2017-02-10,삼환나우빌,148,7
440232,47130,240210000,2010,2017-02-10,삼환나우빌,128,3
440233,47130,256220000,2010,2017-02-10,삼환나우빌,128,1
440234,47130,256220000,2010,2017-02-10,삼환나우빌,128,10
440235,47130,150000000,1996,2017-02-13,서한타운,84,3
440236,47130,360000000,2010,2017-02-15,삼환나우빌,148,12
440237,47130,140000000,1996,2017-02-17,서한타운,75,1
440238,47130,230000000,2009,2017-02-21,현진에버빌2차,84,2
440239,47130,130000000,1993,2017-02-23,우주용강타운,65,11
440240,47130,100000000,1993,2017-02-27,계림시영,49,5
440241,47130,143000000,1994,2017-02-03,삼성101동,70,14
440242,47130,245000000,1992,2017-02-03,우주로얄맨션,174,1
440243,47130,126500000,1995,2017-02-05,삼성301동,59,5
440244,47130,88500000,1992,2017-02-10,월성맨션,56,6
440245,47130,195000000,1997,2017-02-12,경주우방타운,84,8
440246,47130,63000000,1990,2017-02-13,금호2차,55,3
440247,47130,130000000,1993,2017-02-15,동원맨션,84,9
440248,47130,437000000,2010,2017-02-15,푸르지오,125,4
440249,47130,150000000,1997,2017-02-16,경주우방타운,75,1
440250,47130,133000000,1994,2017-02-18,삼성102동,59,13
440251,47130,109000000,1993,2017-02-19,동원맨션,84,9
440252,47130,130000000,1992,2017-02-20,월성맨션,80,9
440253,47130,282000000,2016,2017-02-20,동천영진리더스,82,1
440254,47130,157000000,1994,2017-02-24,삼성102동,84,9
440255,47130,47000000,1995,2017-02-23,한미하나로타운,59,1
440256,47130,60000000,1996,2017-02-25,남도일출리포스C동,60,3
440257,47130,25500000,1991,2017-02-03,(한신)강변타운,57,5
440258,47130,38000000,1991,2017-02-04,(한신)강변타운,79,6
440259,47130,61000000,1991,2017-02-27,(한신)강변타운,79,2
440260,47130,45000000,1992,2017-02-01,성봉파크,57,5
440261,47130,27000000,1996,2017-02-01,안강에덴타운,40,6
440262,47130,59000000,1998,2017-02-05,한동화성타운,59,1
440263,47130,30000000,1992,2017-02-06,성봉파크,57,4
440264,47130,42000000,1996,2017-02-06,안강에덴타운,40,2
440265,47130,46500000,1989,2017-02-08,전원빌라,70,3
440266,47130,34500000,1996,2017-02-09,안강에덴타운,40,5
