부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
459152,47840,157000000,1998,2017-03-02,성주우방타운,84,9
459153,47840,77000000,2001,2017-03-30,신성강변타운,40,13
459154,47840,82000000,1992,2017-03-18,청일가야,59,12
459155,47840,172000000,2012,2017-03-12,썬베르디움101동,84,1
459156,47840,182000000,2013,2017-03-07,실리안,69,12
459157,47840,183000000,2015,2017-03-21,성주하나로,67,10
459158,47840,81000000,2001,2017-03-23,초전,48,11
459159,47900,81000000,1990,2017-04-20,풍원,77,6
459160,47900,190000000,2016,2017-04-14,대심팰리채,82,7
459161,47900,47000000,1997,2017-04-03,예천세아101동,39,3
459162,47900,40000000,1997,2017-04-17,예천세아101동,39,10
459163,47900,227470000,2016,2017-04-08,우방아이유쉘1차,84,6
459164,47900,217000000,2015,2017-04-10,경북도청아이파크,84,2
459165,47900,220470000,2016,2017-04-28,우방아이유쉘2차,84,12
459166,47820,69000000,1997,2017-12-01,동보맨션,84,1
459167,47820,18000000,2003,2017-12-02,대안(C동D동),37,2
459168,47820,48000000,1990,2017-12-21,대안(A동),56,2
459169,47820,249500000,2017,2017-12-28,아이노블 청도 아파트,84,8
459170,47820,249500000,2017,2017-12-28,아이노블 청도 아파트,84,9
459171,47820,88000000,2005,2017-12-07,청도웰그린,59,3
459172,47820,85000000,2005,2017-12-07,청도웰그린,59,5
459173,47730,177240000,2016,2017-04-24,의성모노스A동,84,9
459174,47730,90000000,2003,2017-04-04,청구제네스1,59,6
459175,47730,204000000,2015,2017-04-09,의성 미진 이지비아,84,7
459176,47730,65500000,1994,2017-04-11,경신,49,13
459177,47730,46000000,1994,2017-04-30,경신,40,9
459178,47730,52500000,1991,2017-04-10,한광에이동,64,3
459179,47730,72000000,2002,2017-04-26,대경,70,10
459180,47730,177240000,2016,2017-11-02,의성모노스B동,84,8
459181,47730,94800000,2003,2017-11-06,청구제네스1,59,8
459182,47730,72500000,1996,2017-11-21,우성,59,12
459183,47730,76000000,1996,2017-11-29,우성,59,7
459184,47730,205200000,2017,2017-11-13,이화 하이센스,84,5
459185,47730,201000000,2017,2017-11-27,이화 하이센스,84,2
459186,47730,208000000,2017,2017-11-27,이화 하이센스,84,10
459187,48890,37000000,1997,2017-11-01,황강타운,56,5
459188,48890,70000000,2001,2017-11-06,코스모스,48,4
459189,48890,212000000,2012,2017-11-06,송림하늘안,84,9
459190,48890,178000000,2005,2017-11-07,수성오바드빌,84,4
459191,48890,70000000,1997,2017-11-10,성은강변,58,8
459192,48890,44500000,1993,2017-11-17,무지개2(다동),46,4
459193,48890,130000000,2005,2017-11-20,서원타운,84,6
459194,46880,65000000,1993,2017-11-05,신협,58,1
459195,46880,201000000,2013,2017-11-25,나빌래,84,8
459196,46880,72000000,1997,2017-11-23,금광,59,3
459197,46880,134000000,2013,2017-11-25,아름드리,84,2
459198,46880,65000000,1993,2017-11-02,해주하이츠,59,6
459199,46880,55000000,1994,2017-11-02,고려시멘트사원,49,4
459200,46880,39000000,1994,2017-11-21,고려시멘트사원,49,5
459201,46880,203000000,2013,2017-03-01,나빌래,84,9
459202,46880,86000000,1995,2017-03-15,해주그린,59,10
459203,46880,213500000,2013,2017-03-17,나빌래,84,6
459204,46880,40000000,1997,2017-03-16,금광,49,11
459205,46880,159000000,2013,2017-03-28,아름드리,84,8
459206,46880,50000000,1994,2017-03-13,고려시멘트사원,49,1
459207,46880,40000000,1994,2017-03-22,고려시멘트사원,49,5
459208,48840,260000000,2014,2017-04-25,남해파크에비뉴,84,14
459209,48840,55000000,2001,2017-04-28,남산,59,1
459210,48840,106000000,1997,2017-04-18,현대,59,17
459211,48840,70000000,1992,2017-04-07,남양,58,1
459212,48840,79000000,1992,2017-04-08,남양,58,2
459213,48840,114000000,1993,2017-04-27,대아,84,11
459214,48840,50000000,1993,2017-04-17,한성중앙빌라트,59,4
459215,46870,80000000,1998,2017-08-22,금호,73,3
459216,46870,80500000,1997,2017-08-23,사직스카이(370-12),59,5
459217,46870,111000000,2004,2017-08-01,영광녹사주공,59,10
459218,46870,210000000,2013,2017-08-09,모두원웰리스,84,16
459219,46870,56000000,1997,2017-08-18,국제,39,18
459220,46870,151000000,2011,2017-08-14,아마빌레101동,84,3
459221,46870,36000000,2000,2017-08-23,성산,34,11
459222,46800,105000000,2004,2017-12-01,건산주공,59,11
459223,46800,104000000,2001,2017-12-08,수창아트빌,84,17
459224,46800,75000000,1994,2017-12-15,미래2,59,4
459225,46800,110000000,2001,2017-12-22,솔뫼타운,69,6
459226,46800,137000000,2001,2017-12-22,수창아트빌,84,16
459227,46800,82500000,1991,2017-12-22,한빛맨션,68,5
459228,46800,87500000,2004,2017-12-29,건산주공,51,3
459229,47920,119000000,2016,2017-03-08,명가타운,39,7
459230,47920,79000000,2016,2017-03-15,명가타운,19,10
459231,47920,79000000,2016,2017-03-15,명가타운,19,10
459232,47920,80000000,1997,2017-03-18,명성장원,59,9
459233,47920,149000000,2016,2017-03-20,명가타운,63,10
459234,47920,67000000,1994,2017-03-24,로얄3맨션,59,2
459235,47920,82000000,2001,2017-03-29,명성한빛,59,4
459236,46800,120000000,2004,2017-04-05,건산주공,59,8
459237,46800,113000000,2001,2017-04-06,솔뫼타운,69,7
459238,46800,65000000,1996,2017-04-07,미래3,47,13
459239,46800,110000000,2004,2017-04-21,건산주공,59,12
459240,46800,112000000,1991,2017-04-29,미래1,84,10
459241,46800,190000000,2001,2017-04-29,솔뫼타운,119,18
459242,46800,95000000,2004,2017-04-29,건산주공,51,8
459243,47750,48000000,1994,2017-01-23,무지개,55,4
459244,47750,40000000,1990,2017-01-23,비봉,57,3
459245,47750,140000000,2015,2017-01-17,진보행복,75,2
459246,47750,140000000,2015,2017-01-17,진보행복,75,4
459247,47750,140000000,2015,2017-01-17,진보행복,75,5
459248,47750,140000000,2015,2017-01-17,진보행복,75,6
459249,47750,140000000,2015,2017-01-17,진보행복,75,7
459250,47770,206950000,2015,2017-02-09,영덕 우진 센트럴하임,84,3
459251,47770,206950000,2015,2017-02-10,영덕 우진 센트럴하임,84,3
459252,47770,206950000,2015,2017-02-16,영덕 우진 센트럴하임,84,12
459253,47770,95000000,1997,2017-02-19,신세계타운,84,5
459254,47770,42000000,2003,2017-02-23,마이다스빌,32,3
459255,47770,165000000,2016,2017-02-07,영해동보팰리스,59,7
459256,48860,135000000,2014,2017-12-15,산청 삼한사랑채,59,2
459257,48860,165240000,2014,2017-12-20,산청 삼한사랑채,72,11
459258,48860,162260000,2014,2017-12-28,산청 삼한사랑채,72,5
459259,48860,120000000,2009,2017-12-04,서전골든뷰,59,6
459260,48860,180000000,2014,2017-12-18,금강블레스,84,1
459261,48860,99000000,1996,2017-12-24,원지대동타운,59,14
459262,46890,94500000,1996,2017-07-05,현대모닝사이드,52,13
459263,46890,150000000,1996,2017-07-05,현대모닝사이드,84,14
459264,46890,105000000,1996,2017-07-19,현대모닝사이드,59,11
459265,46890,285000000,2013,2017-07-03,오션타워,130,3
459266,46890,171000000,2011,2017-07-05,한아름골든빌101,84,6
459267,46890,133000000,1993,2017-07-28,학림2차,84,7
459268,48860,68000000,1993,2017-05-26,성우목화맨션,59,4
459269,48860,175380000,2014,2017-05-04,산청 삼한사랑채,84,3
459270,48860,161730000,2014,2017-05-11,산청 삼한사랑채,72,4
459271,48860,102000000,2008,2017-05-23,허브리치,84,1
459272,48860,178000000,2014,2017-05-30,산청 삼한사랑채,84,11
459273,48860,97000000,2001,2017-05-20,한라아트빌라,84,4
459274,48860,65000000,1993,2017-01-10,성우목화맨션,59,2
459275,48860,70000000,1991,2017-01-11,삼영그린파크,84,2
459276,48860,110000000,2008,2017-01-11,허브리치,84,4
459277,48860,45000000,1993,2017-01-24,태성목화맨션,59,4
459278,48860,85000000,2001,2017-01-04,신안나임,59,9
459279,48860,98000000,1996,2017-01-07,원지대동타운,59,4
459280,48860,165240000,2014,2017-09-08,산청 삼한사랑채,72,12
459281,48860,94000000,1994,2017-09-12,대진타워맨션,84,7
459282,48860,158000000,2014,2017-09-18,산청 삼한사랑채,72,12
459283,48860,162260000,2014,2017-09-20,산청 삼한사랑채,72,4
459284,48860,165240000,2014,2017-09-22,산청 삼한사랑채,72,12
459285,48860,140000000,2009,2017-09-04,동이보금자리,84,4
459286,48890,80000000,1992,2017-08-01,한주그린파크,81,6
459287,48890,197000000,2006,2017-08-17,리버스카이,84,3
459288,48890,91000000,1997,2017-08-19,미림빌라,91,4
459289,48890,97500000,1992,2017-08-21,성우가야,92,5
459290,48890,138000000,2006,2017-08-21,강산해오름(353-3),84,4
459291,48890,150000000,2002,2017-08-24,미가하이츠타운(미가아트빌),84,9
459292,47820,190000000,2013,2017-07-10,효성고수마을,84,5
459293,47820,192000000,2017,2017-07-10,청도행복마을아파트,76,2
459294,47820,45000000,1990,2017-07-17,대안(A동),56,3
459295,47820,229000000,2017,2017-07-17,리치타운,84,9
459296,47820,50000000,1995,2017-07-18,성조타운(102동),52,2
459297,47820,35000000,1995,2017-07-12,정방원정,58,3
459298,46890,153000000,2011,2017-09-11,전망대,84,3
459299,46890,55000000,1992,2017-09-13,세림,81,6
459300,46890,96000000,1993,2017-09-18,세림2차해변아파트,59,1
459301,46890,177000000,2016,2017-09-25,완도진아리채,59,8
459302,46890,70000000,2011,2017-09-07,한아름골든빌101,40,6
459303,46890,240000000,2016,2017-09-21,우성팰리스힐,84,10
459304,47840,72500000,2001,2017-05-10,신성강변타운,40,7
459305,47840,80000000,2001,2017-05-23,신성강변타운,47,10
459306,47840,177000000,2015,2017-05-02,성주하나로,67,5
459307,47840,215000000,2015,2017-05-04,성주하나로,84,2
459308,47840,35500000,1991,2017-05-14,덕일맨션,59,5
459309,47840,36000000,1991,2017-05-18,덕일맨션,59,1
459310,47830,85000000,2007,2017-01-12,해동디오팰리스,59,15
459311,47830,41000000,2007,2017-01-12,해동디오팰리스,25,2
459312,47830,84000000,1990,2017-01-13,수정1차,84,3
459313,47830,55000000,1991,2017-01-16,수정2차,73,5
459314,47830,37000000,1983,2017-01-16,가야,28,3
459315,47830,49000000,1996,2017-01-10,금류강남타운,26,5
459316,46810,190000000,2005,2017-07-04,CNS후레쉬빌3차,84,4
459317,46810,160000000,2003,2017-07-06,씨앤에스2차,84,10
459318,46810,222500000,2013,2017-07-10,이에스아뜨리움,84,8
459319,46810,138000000,2001,2017-07-29,중흥,75,14
459320,46810,250000000,2017,2017-07-11,남우천년예가,84,10
459321,46810,230000000,2017,2017-07-14,남우천년예가,84,9
459322,47840,76000000,2001,2017-11-01,신성강변타운,40,5
459323,47840,116000000,1997,2017-11-20,청구신호타운,59,9
459324,47840,83000000,2001,2017-11-24,신성강변타운,40,12
459325,47840,69000000,1992,2017-11-20,청일가야,59,10
459326,47840,188000000,2013,2017-11-29,실리안,69,12
459327,47840,94000000,2001,2017-11-03,초전,59,6
459328,48870,180000000,2009,2017-12-04,함양한성사랑채,73,6
459329,48870,291800000,2017,2017-12-08,하이페리온,84,3
459330,48870,168000000,2013,2017-12-16,삼정그린코아,84,1
459331,48870,90000000,1998,2017-12-19,유승한마음,59,10
459332,48870,149000000,1997,2017-12-22,함양한주,59,11
459333,48870,105000000,1997,2017-12-26,양지맨션,84,1
459334,48850,186000000,2017,2017-04-17,파밀리에,76,4
459335,48850,45000000,1997,2017-04-26,삼화,59,5
459336,48850,80700000,2002,2017-04-26,미진스위트빌,59,14
459337,48850,70000000,2011,2017-04-05,하동 해양 파크빌,57,1
459338,48850,75000000,2011,2017-04-11,하동 해양 파크빌,57,1
459339,48850,92000000,2011,2017-04-26,하동 해양 파크빌,57,4
459340,48850,234500000,2017,2017-11-15,하동 미라벨,84,10
459341,48850,127000000,1992,2017-11-03,대경송림타운,84,14
459342,48850,70000000,1992,2017-11-20,대경송림타운,59,3
459343,48850,100000000,2009,2017-11-15,녹차마을,59,8
459344,48850,87000000,2009,2017-11-23,녹차마을,59,8
459345,48850,76500000,2002,2017-11-19,미진스위트빌,59,5
459346,48840,162000000,2011,2017-09-04,양지빌2차,70,2
459347,48840,109500000,2002,2017-09-01,남해신우보람,54,11
459348,48840,166000000,1994,2017-09-25,금산빌라,122,5
459349,48840,95000000,1992,2017-09-29,남양,76,6
459350,48840,75000000,1993,2017-09-26,대아,59,9
459351,48840,58000000,1994,2017-09-19,풍산,76,5
459352,45790,53500000,1998,2017-01-06,성산,38,2
459353,45790,85000000,1995,2017-01-09,상원모양맨션,59,8
459354,45790,144000000,1993,2017-01-17,덕산진흥하이츠,84,4
459355,45790,90000000,2000,2017-01-10,월곡주공,49,6
459356,45790,105000000,1999,2017-01-11,온천마을제일,59,9
459357,45790,100000000,1995,2017-01-12,성산현대,84,2
