부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
374807,44270,240000000,2011,2017-03-05,당진1차푸르지오,84,2
374808,44270,248000000,2016,2017-03-05,당진2차 푸르지오,75,2
374809,44270,242000000,2010,2017-03-09,남산공원 휴먼빌,84,2
374810,44270,278000000,2011,2017-03-15,당진1차푸르지오,84,6
374811,44270,140000000,1990,2017-03-17,신성,74,9
374812,44270,173500000,2016,2017-03-17,리더스빌2,58,3
374813,44270,273000000,2011,2017-03-17,당진1차푸르지오,84,17
374814,44270,173000000,2016,2017-03-20,리더스빌2,58,2
374815,44270,245000000,2011,2017-03-25,당진1차푸르지오,74,9
374816,44270,279000000,2011,2017-03-27,당진1차푸르지오,84,15
374817,44270,231500000,2007,2017-03-04,쉐르빌,124,8
374818,44270,205000000,2009,2017-03-04,채운공원휴먼빌,84,1
374819,44270,232000000,2009,2017-03-04,대동 다:숲,84,5
374820,44270,203000000,2007,2017-03-10,쉐르빌,124,1
374821,44270,230000000,2010,2017-03-10,신당진 이안,122,4
374822,44270,190000000,2007,2017-03-10,쉐르빌,84,7
374823,44270,180000000,2010,2017-03-11,신당진 이안,84,15
374824,44270,218000000,2009,2017-03-16,채운공원휴먼빌,84,13
374825,44270,202000000,2009,2017-03-16,채운공원휴먼빌,84,11
374826,44270,210000000,2007,2017-03-17,쉐르빌,84,10
374827,44270,220000000,2009,2017-03-17,채운공원휴먼빌,84,12
374828,44270,270000000,2010,2017-03-21,신당진 이안,122,14
374829,44270,208000000,2010,2017-03-22,당진채운코아루1차,84,9
374830,44270,203000000,2010,2017-03-24,당진채운코아루1차,84,14
374831,44270,172000000,1999,2017-03-27,한중,84,15
374832,44270,187000000,2010,2017-03-27,신당진 이안,84,12
374833,44270,190000000,2010,2017-03-28,신당진 이안,84,12
374834,44270,165000000,2003,2017-03-02,원당마을주공1단지,51,5
374835,44270,268000000,2005,2017-03-03,당진원당주공그린빌,84,14
374836,44270,235000000,2009,2017-03-04,당진원당리한라비발디,84,18
374837,44270,160000000,2003,2017-03-06,원당마을주공1단지,51,8
374838,44270,270000000,2005,2017-03-07,당진원당주공그린빌,84,7
374839,44270,180000000,2003,2017-03-13,원당마을주공1단지,59,1
374840,44270,175000000,2003,2017-03-19,원당마을주공1단지,51,15
374841,44270,322000000,2009,2017-03-19,당진원당리한라비발디,125,3
374842,44270,245000000,2005,2017-03-20,당진원당주공그린빌,75,10
374843,44270,135000000,1997,2017-03-21,당진청구,84,9
374844,44270,264000000,2009,2017-03-24,당진원당리한라비발디,84,19
374845,44270,210000000,2009,2017-03-28,당진원당리한라비발디,84,1
374846,44270,164000000,2003,2017-03-30,원당마을주공1단지,51,5
374847,44270,81500000,1996,2017-03-09,현대그린,44,6
374848,44270,123500000,1996,2017-03-11,현대그린,59,8
374849,44270,140000000,1996,2017-03-11,현대그린,84,1
374850,44270,100000000,2007,2017-03-24,우민늘사랑,59,16
374851,44270,122500000,1996,2017-03-30,현대그린,59,12
374852,44270,88000000,2007,2017-03-31,우민늘사랑,54,13
374853,44270,266000000,2016,2017-03-25,한성필하우스,76,12
374854,44270,141000000,2004,2017-03-03,홍인아이리스,77,8
374855,44270,152000000,2004,2017-03-04,홍인아이리스,77,5
374856,44270,149000000,2017,2017-03-04,가우디캐슬2차,55,6
374857,44270,180000000,2012,2017-03-30,뉴페이스B동,113,3
374858,44270,50000000,1996,2017-03-01,송악,42,5
374859,44270,231700000,2016,2017-03-13,힐스테이트 당진,72,19
374860,44270,231700000,2016,2017-03-24,힐스테이트 당진,72,13
374861,44270,63000000,1995,2017-03-01,동진,39,5
374862,44270,160000000,2007,2017-03-01,HB한빛101동,59,8
374863,44270,180000000,2007,2017-03-07,HB한빛101동,84,10
374864,44270,283000000,2012,2017-03-09,당진롯데캐슬,99,18
374865,44270,242000000,2012,2017-03-11,당진롯데캐슬,84,13
374866,44270,66000000,1995,2017-03-13,반촌명지,59,5
374867,44270,247000000,2012,2017-03-14,당진롯데캐슬,84,9
374868,44270,55000000,1995,2017-03-24,반촌명지,59,1
374869,44270,240000000,2012,2017-03-25,당진롯데캐슬,84,11
374870,44270,265000000,2012,2017-03-26,당진롯데캐슬,99,12
374871,44270,132000000,2007,2017-03-02,동광,59,7
374872,44270,153000000,2007,2017-03-04,신성미소지움2단지,60,12
374873,44270,165000000,2007,2017-03-08,신성미소지움2단지,84,14
374874,44270,162000000,2007,2017-03-08,신성미소지움2단지,84,11
374875,44270,164000000,2007,2017-03-17,신성미소지움1단지,75,9
374876,44270,146000000,2007,2017-03-20,신성미소지움1단지,84,4
374877,44270,170000000,2007,2017-03-20,신성미소지움1단지,84,8
374878,44270,160000000,2007,2017-03-23,신성미소지움1단지,84,9
374879,44270,165000000,2007,2017-03-26,신성미소지움2단지,84,12
374880,44270,120000000,2007,2017-03-31,동광,59,3
374881,44270,180000000,2007,2017-03-31,신성미소지움1단지,84,15
374882,44270,220000000,2010,2017-03-12,당진송악e편한세상,84,12
374883,44270,234000000,2010,2017-03-14,당진송악e편한세상,84,21
374884,44270,270000000,2010,2017-03-20,당진송악e편한세상,124,3
374885,44270,87000000,1998,2017-03-03,산내들아파트,59,6
374886,44270,95500000,2000,2017-03-09,삼봉유림,84,3
374887,44270,80000000,1991,2017-03-28,당진정우1차,83,2
374888,44270,89000000,2000,2017-03-31,삼봉유림,84,6
374889,44270,39000000,1994,2017-03-03,세안근로자복지,49,5
374890,44270,41000000,1994,2017-03-06,세안근로자복지,49,3
374891,44270,45000000,1994,2017-03-10,세안근로자복지,49,3
374892,44270,58000000,1994,2017-03-13,순성중명,59,3
374893,44270,30000000,1994,2017-03-16,세안근로자복지,49,4
374894,44270,30000000,1994,2017-03-16,순성중명,49,2
