부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
397238,44760,85000000,1995,2017-08-21,신안(190-2),67,2
397239,44760,55000000,1991,2017-08-11,쌍북주공1,39,3
397240,44760,175000000,2001,2017-08-16,홍선,84,10
397241,44760,148000000,2001,2017-08-30,홍선,59,3
397242,44760,115000000,2002,2017-08-10,대동,84,7
397243,44760,87000000,2002,2017-08-21,무지개,59,4
397244,44760,35000000,1990,2017-08-08,수복상가,59,2
397245,44760,131500000,2001,2017-08-01,규암강산,84,10
397246,44760,117000000,2001,2017-08-15,규암강산,84,5
397247,44760,58000000,2000,2017-08-30,초원,43,3
397248,44760,62500000,2000,2017-08-06,덕암비홍,55,10
397249,43720,74000000,1997,2017-01-09,거성,69,3
397250,43720,38000000,1997,2017-01-27,극동,38,7
397251,43720,145000000,2016,2017-01-02,두진 하트리움,59,5
397252,43720,73000000,1994,2017-01-05,대동,59,4
397253,43720,139000000,2016,2017-01-05,프리미엄/뷰,59,4
397254,43720,139000000,2016,2017-01-05,프리미엄/뷰,59,3
397255,43720,139000000,2016,2017-01-06,프리미엄/뷰,59,8
397256,43720,139000000,2016,2017-01-06,프리미엄/뷰,59,10
397257,43720,139000000,2016,2017-01-06,프리미엄/뷰,59,9
397258,43720,39000000,2001,2017-01-14,남양리츠빌,29,1
397259,43720,139000000,2016,2017-01-17,프리미엄/뷰,59,13
397260,42750,53500000,1986,2017-12-12,영월맨션,52,3
397261,42750,82250000,2013,2017-12-16,레스트힐,59,16
397262,42750,83000000,1998,2017-12-18,주공3,49,15
397263,42750,196000000,2012,2017-12-18,드림채,84,7
397264,42750,193000000,2012,2017-12-18,드림채,84,6
397265,42750,81500000,1998,2017-12-21,주공3,49,13
397266,42750,123000000,1999,2017-12-22,주공4,59,10
397267,42750,33500000,1997,2017-12-14,신아,39,6
397268,42750,29500000,1997,2017-12-18,신아,39,15
397269,42750,80000000,1994,2017-12-08,금용,73,8
397270,42750,60000000,1993,2017-12-30,남서울,59,5
397271,43800,169700000,2007,2017-12-12,신성단양미소지움,84,5
397272,43800,164300000,2007,2017-12-21,신성단양미소지움,84,5
397273,43800,160700000,2007,2017-12-22,신성단양미소지움,84,4
397274,43800,93000000,1996,2017-12-01,두진임대아파트,59,10
397275,43800,49500000,1996,2017-12-09,두진임대아파트,35,1
397276,43800,82000000,1996,2017-12-11,두진임대아파트,59,4
397277,43800,48000000,1996,2017-12-12,두진임대아파트,35,5
397278,43800,69500000,1996,2017-12-13,두진임대아파트,49,5
397279,43800,73500000,1996,2017-12-20,두진임대아파트,49,3
397280,43800,75000000,1996,2017-12-26,두진임대아파트,49,14
397281,42750,28000000,1990,2017-01-11,삼호,44,4
397282,42750,84000000,1998,2017-01-05,주공3,49,11
397283,42750,225000000,2012,2017-01-07,드림채,84,20
397284,42750,70000000,1999,2017-01-08,주공4,49,1
397285,42750,55000000,1992,2017-01-09,주공2,39,2
397286,42750,55000000,1983,2017-01-18,하송주공1차,47,5
397287,42750,54000000,1992,2017-01-19,주공2,46,5
397288,42750,153000000,2013,2017-01-19,레스트힐,59,5
397289,42750,185000000,2012,2017-01-22,드림채,84,18
397290,42750,89500000,1994,2017-01-12,금용,73,10
397291,42750,75000000,1994,2017-01-15,금용,59,11
397292,42810,126500000,2003,2017-02-09,내설악,84,3
397293,42810,115000000,2003,2017-02-10,내설악,84,1
397294,42810,87000000,2004,2017-02-22,한양쉐르빌(101동),53,9
397295,42810,53000000,1992,2017-02-20,대삼아파트,59,5
397296,42810,40000000,2002,2017-02-27,신남골든빌아파트,41,3
397297,42810,25000000,1988,2017-02-02,"성도아파트가,나,다동",55,4
397298,42810,170000000,2013,2017-02-08,넥슨아파트,84,8
397299,42810,46000000,1997,2017-02-09,혜진2차,49,4
397300,42810,79000000,2004,2017-02-28,한백내린천아파트,51,4
397301,42810,30000000,2004,2017-02-06,산호,46,4
397302,45730,93000000,2001,2017-03-03,무주반딧불,58,7
397303,45730,90000000,2001,2017-03-07,무주반딧불,58,8
397304,45730,90000000,2001,2017-03-08,무주반딧불,58,4
397305,45730,168000000,2006,2017-03-08,나래울,84,8
397306,45730,60000000,1993,2017-03-20,근영,59,7
397307,45730,84000000,2001,2017-03-21,무주반딧불,58,3
397308,45730,91000000,2001,2017-03-21,무주반딧불,58,8
397309,45730,95000000,2001,2017-03-27,무주반딧불,58,5
397310,45730,64000000,1993,2017-03-29,근영,59,2
397311,45730,215000000,2016,2017-03-06,미래드림2차아파트,84,4
397312,43800,42000000,1993,2017-04-25,성원,43,9
397313,43800,80000000,1992,2017-04-03,공간가든,68,9
397314,43800,45000000,1996,2017-04-05,두진임대아파트,35,7
397315,43800,77000000,1996,2017-04-16,두진임대아파트,59,1
397316,43800,42500000,1985,2017-04-21,주공,39,4
397317,43800,40000000,1985,2017-04-25,주공,46,4
397318,43800,45000000,1985,2017-04-28,주공,39,4
397319,43800,43000000,2005,2017-04-10,단양태양드림빌,57,1
397320,43800,29000000,1992,2017-04-18,공간가든2,37,4
397321,43800,50000000,2005,2017-04-21,단양태양드림빌,57,5
397322,42820,61000000,1998,2017-09-09,고성삼익레스타운,39,14
397323,42820,115000000,1998,2017-09-14,고성삼익레스타운,59,10
397324,42820,60000000,1998,2017-09-22,고성삼익레스타운,39,13
397325,42820,190000000,2006,2017-09-24,거진오션상떼빌,70,5
397326,42820,120000000,2006,2017-09-01,유진클래시움,49,1
397327,42820,149000000,2006,2017-09-18,유진클래시움,49,14
397328,42820,148000000,2006,2017-09-22,유진클래시움,49,6
397329,42820,100000000,2006,2017-09-22,유진클래시움,37,7
397330,42820,178000000,2006,2017-09-29,유진클래시움,59,16
397331,42820,110000000,1998,2017-08-13,고성삼익레스타운,59,10
397332,42820,100000000,1998,2017-08-31,고성삼익레스타운,59,1
397333,42820,30000000,1990,2017-08-17,동해2,57,4
397334,42820,215000000,2006,2017-08-02,거진오션상떼빌,84,3
397335,42820,225000000,2006,2017-08-04,거진오션상떼빌,84,12
397336,42820,175000000,2006,2017-08-14,거진오션상떼빌,70,4
397337,42820,95000000,2006,2017-08-01,유진클래시움,37,12
397338,42820,98000000,2006,2017-08-03,유진클래시움,37,12
397339,42820,145000000,2006,2017-08-31,유진클래시움,49,13
397340,42750,198000000,2012,2017-03-02,드림채,84,7
397341,42750,91500000,1998,2017-03-03,주공3,49,9
397342,42750,80000000,1998,2017-03-04,주공3,49,13
397343,42750,49000000,1992,2017-03-09,주공2,39,5
397344,42750,80000000,1999,2017-03-17,주공4,49,1
397345,42750,170000000,2013,2017-03-21,레스트힐,59,6
397346,42750,230000000,2013,2017-03-27,레스트힐,84,17
397347,42750,33000000,1997,2017-03-11,신아,39,4
397348,42750,75000000,1994,2017-03-07,금용,59,8
397349,42750,45000000,1993,2017-03-15,장미,59,2
397350,42750,44000000,1990,2017-07-04,삼호,44,2
397351,42750,41300000,1990,2017-07-12,삼호,44,3
397352,42750,42000000,1990,2017-07-17,삼호,44,1
397353,42750,85500000,1998,2017-07-13,주공3,49,4
397354,42750,126000000,1999,2017-07-19,주공4,59,12
397355,42750,52000000,1992,2017-07-20,주공2,39,2
397356,42750,80000000,1998,2017-07-27,주공3,49,7
397357,42750,83000000,1999,2017-07-29,주공4,49,11
397358,42750,123000000,1999,2017-07-31,주공4,59,15
397359,42750,34000000,1997,2017-07-12,신아,39,9
397360,43800,138000000,2007,2017-05-06,신성단양미소지움,59,1
397361,43800,240000000,2007,2017-05-07,신성단양미소지움,126,12
397362,43800,156000000,2007,2017-05-10,신성단양미소지움,59,9
397363,43800,62000000,1996,2017-05-18,두진임대아파트,49,2
397364,43800,40000000,1996,2017-05-26,두진임대아파트,35,10
397365,43800,50000000,1994,2017-05-04,평동한라,59,2
397366,43800,48000000,2005,2017-05-15,단양태양드림빌,50,14
397367,43800,51000000,2005,2017-05-15,단양태양드림빌,57,8
397368,43800,45000000,1994,2017-05-30,평동한라,59,19
397369,42780,110000000,2003,2017-11-27,산호그린빌,59,4
397370,42780,70000000,2003,2017-11-29,산호그린빌,59,2
397371,42780,47000000,1991,2017-11-17,영남,59,4
397372,42780,173000000,2007,2017-11-08,지포리도성,84,5
397373,42780,262000000,2008,2017-11-18,명품ESA,128,13
397374,42780,79000000,1995,2017-11-10,한국개나리,59,12
397375,42780,23000000,1997,2017-11-28,유명,36,3
397376,42780,56000000,1992,2017-11-03,세륭,73,5
397377,42780,30500000,1992,2017-11-06,세륭,51,3
397378,43740,65000000,1993,2017-12-20,영산타워맨션,84,3
397379,43740,120000000,2008,2017-12-01,미드림,55,7
397380,43740,234000000,2015,2017-12-18,이든팰리스,84,6
397381,43740,235000000,2008,2017-12-27,미드림,144,1
397382,43740,153000000,2001,2017-12-13,조한드림플러스,84,3
397383,43740,192000000,2009,2017-12-29,지평더웰ll,77,14
397384,43740,72000000,2002,2017-12-04,주공아파트(886-0),49,15
397385,43740,72500000,2002,2017-12-04,주공아파트(886-0),49,12
397386,43740,20000000,1998,2017-12-25,훼미리타운,33,7
397387,44770,98000000,1996,2017-03-29,금강,84,1
397388,44770,65000000,1995,2017-03-03,신흥,59,6
397389,44770,200000000,2014,2017-03-13,천산스카이빌,84,5
397390,44770,19500000,1998,2017-03-31,임해,43,2
397391,44770,222000000,2009,2017-03-09,천산스카이빌,84,14
397392,44770,123000000,1996,2017-03-21,정원,59,4
397393,44770,170000000,2004,2017-03-21,신영골든빌,83,12
397394,44770,147000000,2004,2017-03-23,신영골든빌,58,12
397395,44770,215000000,2009,2017-03-31,서천클래시움,84,2
397396,45730,94500000,2001,2017-10-06,무주반딧불,58,10
397397,45730,80000000,2001,2017-10-13,무주반딧불,58,1
397398,45730,57000000,1990,2017-10-19,한국프라자,73,4
397399,45730,63500000,1993,2017-10-23,근영,59,6
397400,45730,140000000,2001,2017-10-23,무주반딧불,84,10
397401,45730,110000000,2001,2017-10-28,무주반딧불,58,9
397402,45730,157000000,2006,2017-10-30,나래울,84,1
397403,45730,145000000,2012,2017-10-18,에코리버,59,6
397404,45730,225000000,2015,2017-10-26,도담도담채,84,3
397405,42780,94000000,2003,2017-01-03,산호그린빌,59,11
397406,42780,140000000,2003,2017-01-11,산호그린빌,84,15
397407,42780,53000000,1998,2017-01-03,성화그린,73,5
397408,42780,58500000,1992,2017-01-06,삼호,84,5
397409,42780,174000000,2008,2017-01-14,명품ESA,84,2
397410,42780,235000000,2008,2017-01-24,명품ESA,128,4
397411,42780,165000000,2008,2017-01-25,명품ESA,84,5
397412,42780,178000000,2008,2017-01-26,명품ESA,84,7
397413,42780,29000000,1992,2017-01-03,세륭,51,4
397414,42730,77000000,1992,2017-02-04,원흥(102동),76,10
397415,42730,90000000,2001,2017-02-04,금광포란채,59,7
397416,42730,100000000,1998,2017-02-07,대동황토방,84,13
397417,42730,90000000,2001,2017-02-28,금광포란채,59,2
397418,42730,40000000,1988,2017-02-15,중앙,47,4
397419,42730,51000000,1999,2017-02-01,경림,37,11
397420,42730,78500000,1999,2017-02-02,경림,59,4
397421,42730,52500000,1999,2017-02-21,경림,37,12
397422,42730,53500000,1999,2017-02-21,경림,37,5
397423,43800,205000000,2007,2017-11-21,신성단양미소지움,126,6
397424,43800,170000000,2007,2017-11-23,신성단양미소지움,84,9
397425,43800,53000000,1989,2017-11-28,화성,47,1
397426,43800,67000000,1992,2017-11-08,공간가든,54,7
397427,43800,52000000,1985,2017-11-16,주공,47,5
397428,43800,60500000,1996,2017-11-20,두진임대아파트,49,12
397429,43800,77500000,1996,2017-11-20,두진임대아파트,49,2
397430,43800,65000000,1992,2017-11-27,공간가든,54,8
397431,43800,40000000,1996,2017-11-28,두진임대아파트,35,10
397432,42730,74000000,1992,2017-12-04,원흥(102동),76,3
397433,42730,75000000,1995,2017-12-18,횡성원흥(2차),58,3
