부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
233442,11620,480000000,2000,2017-12-01,두산,59,1
233443,11620,250000000,2014,2017-12-01,외 3필지 프라비다M,30,4
233444,11620,387000000,2005,2017-12-01,벽산블루밍,59,21
233445,11620,425000000,1988,2017-12-01,낙성대현대아파트,84,2
233446,11620,418000000,2000,2017-12-01,봉천우성,59,16
233447,11620,569000000,2003,2017-12-02,관악드림(삼성),102,9
233448,11620,487500000,2004,2017-12-02,관악동부센트레빌,59,7
233449,11620,455000000,2000,2017-12-02,은천2단지아파트,59,10
233450,11620,522000000,2000,2017-12-02,봉천우성,114,3
233451,11620,403000000,2000,2017-12-02,봉천동아,59,5
233452,11620,299000000,1999,2017-12-02,그린,72,1
233453,11620,450000000,2000,2017-12-03,은천2단지아파트,59,10
233454,11620,217000000,1999,2017-12-04,동아타운,28,3
233455,11620,459500000,2004,2017-12-04,관악푸르지오,59,14
233456,11620,575000000,2000,2017-12-04,봉천우성,114,13
233457,11620,388000000,2003,2017-12-06,관악드림(삼성),59,27
233458,11620,184500000,2013,2017-12-06,프라비다2,19,4
233459,11620,532500000,2000,2017-12-06,봉천우성,114,8
233460,11620,520000000,2000,2017-12-06,봉천동아,114,2
233461,11620,585000000,2004,2017-12-07,관악동부센트레빌,84,16
233462,11620,430000000,2003,2017-12-08,벽산타운II,79,11
233463,11620,377000000,1995,2017-12-08,보라매우성,58,22
233464,11620,570000000,2005,2017-12-08,벽산블루밍,101,18
233465,11620,487000000,2003,2017-12-08,벽산타운II,107,12
233466,11620,553000000,1999,2017-12-09,건영6,82,4
233467,11620,567000000,2004,2017-12-09,동원낙성대,74,7
233468,11620,455000000,2004,2017-12-09,관악푸르지오,59,13
233469,11620,585000000,2004,2017-12-09,관악푸르지오,84,8
233470,11620,475000000,2005,2017-12-09,벽산블루밍,84,2
233471,11620,388000000,1992,2017-12-09,현대(관악),58,8
233472,11620,388000000,1992,2017-12-09,현대(관악),58,6
233473,11620,413000000,1992,2017-12-09,현대(관악),68,8
233474,11620,380000000,1996,2017-12-09,해태보라매타워,59,14
233475,11620,470000000,2000,2017-12-09,봉천우성,84,8
233476,11620,570000000,2000,2017-12-09,두산,84,10
233477,11620,558000000,1988,2017-12-10,낙성대현대아파트,84,5
233478,11620,688000000,2007,2017-12-10,대우디오슈페리움2단지,84,5
233479,11620,505000000,2003,2017-12-11,관악드림(삼성),84,19
233480,11620,470000000,2004,2017-12-11,관악동부센트레빌,59,2
233481,11620,583000000,2003,2017-12-12,관악드림(동아),114,22
233482,11620,419000000,2000,2017-12-12,봉천우성,59,20
233483,11620,146000000,1971,2017-12-13,복권,47,6
233484,11620,185000000,2013,2017-12-13,프라비다2,20,6
