부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
253359,11260,385000000,2009,2017-10-01,아람플러스,84,10
253360,11260,450000000,2007,2017-10-01,마젤란21,78,7
253361,11260,330000000,2002,2017-10-02,늘푸른동아,59,5
253362,11260,240000000,2013,2017-10-05,현대휴온,35,6
253363,11260,345000000,1993,2017-10-10,용마동아,84,4
253364,11260,460000000,1994,2017-10-10,현대,84,15
253365,11260,375000000,2000,2017-10-12,면목삼호101,83,5
253366,11260,448000000,2000,2017-10-13,두산4,84,11
253367,11260,359000000,2000,2017-10-14,면목삼호101,83,2
253368,11260,377000000,1987,2017-10-18,한신,84,7
253369,11260,120000000,2013,2017-10-18,현대휴온,18,2
253370,11260,398000000,2007,2017-10-19,마젤란21,59,7
253371,11260,350000000,2000,2017-10-20,두산4,59,4
253372,11260,318000000,2004,2017-10-20,온세솔내움,83,10
253373,11260,370000000,1992,2017-10-20,용마금호타운,84,4
253374,11260,270000000,1990,2017-10-21,용마한신,44,4
253375,11260,420000000,2003,2017-10-21,대원칸타빌,79,7
253376,11260,460000000,2003,2017-10-21,대원칸타빌,105,3
253377,11260,400000000,1994,2017-10-21,현대,84,16
253378,11260,169000000,1987,2017-10-21,한신,27,3
253379,11260,355000000,1998,2017-10-21,용마한신2,59,11
253380,11260,350000000,1987,2017-10-23,한신,84,11
253381,11260,440000000,2004,2017-10-23,리치카운티,84,7
253382,11260,340000000,1998,2017-10-24,신우,84,18
253383,11260,355000000,2010,2017-10-24,동진노블클래스,77,2
253384,11260,380000000,2006,2017-10-24,용마산금호어울림,84,4
253385,11260,360000000,1992,2017-10-25,용마금호타운,84,7
253386,11260,247000000,1987,2017-10-25,한신,44,14
253387,11260,330000000,1990,2017-10-25,용마한신,59,6
253388,11260,368500000,1993,2017-10-26,두산6,84,12
253389,11260,299000000,2004,2017-10-26,한건브리앙,75,7
253390,11260,460000000,2007,2017-10-27,마젤란21,84,4
253391,11260,415000000,1994,2017-10-30,현대,84,7
253392,11260,350000000,1987,2017-10-31,한신,84,14
253393,11260,295000000,2001,2017-10-31,동성네스트빌102,74,4
