부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
398008,44790,133000000,1996,2017-01-05,천강,84,9
398009,44790,79000000,1992,2017-01-06,은혜,59,7
398010,42790,163900000,2017,2017-08-03,화천건영아모리움,59,13
398011,45740,79000000,1992,2017-07-14,성산빌라(가동),82,3
398012,45740,71000000,1992,2017-08-20,성산빌라(가동),82,4
398013,45740,196500000,2014,2017-02-27,장수타워팰리스,84,13
398014,45740,190000000,2014,2017-09-05,장수타워팰리스,84,15
398015,42810,165000000,2013,2017-08-11,넥슨아파트,84,9
398016,45730,170000000,2001,2017-07-03,무주반딧불,84,8
398017,44790,139000000,2002,2017-08-07,주공1단지,59,4
398018,45720,30000000,1995,2017-07-25,대아월랑,39,3
398019,45740,46000000,1991,2017-11-16,장수신천,59,2
398020,45740,45000000,1991,2017-12-01,장수신천,59,4
398021,43760,79000000,1985,2017-04-03,괴산,67,3
398022,45730,80000000,2001,2017-01-10,무주반딧불,58,8
398023,42790,99000000,1999,2017-12-13,신아,56,8
398024,43760,70620000,1991,2017-01-31,반석,76,3
