,거래금액,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,지번,지역코드,층,해제사유발생일,해제여부,"1동,2동"
0,"4,900",1992,2017,노람들길,00018,00000,42760,01,0,4484064,평창읍 중리,0080,0000,42760,25022,1,백오,6,30,42760-3,49.92,80,42760,4,,,
1,"24,400",2015,2017,문화길,00016,00000,42760,00,0,4484137,평창읍 하리,0281,0006,42760,25023,1,두레아파트 101동,6,15,42760-250,84.98,281-6,42760,5,,,
2,"7,900",1990,2017,평창중앙로,00130,00000,42760,01,0,3228029,평창읍 하리,0179,0001,42760,25023,1,평창1,6,17,42760-6,72.45,179-1,42760,4,,,
3,"3,400",2002,2017,샘내천길,00092,00000,42760,01,0,4484199,미탄면 창리,0726,0000,42760,31021,1,백강파크빌,6,5,42760-7,45.38,726,42760,2,,,
4,"8,500",2004,2017,태기로,00101,00033,42760,01,0,3228037,봉평면 무이리,0691,0045,42760,34026,1,장웅파인힐,6,7,42760-14,47.19,691-45,42760,5,,,
5,"6,800",2004,2017,태기로,00101,00033,42760,01,0,3228037,봉평면 무이리,0691,0045,42760,34026,1,장웅파인힐,6,8,42760-14,47.19,691-45,42760,1,,,
6,"8,150",2004,2017,태기로,00101,00033,42760,01,0,3228037,봉평면 무이리,0691,0045,42760,34026,1,장웅파인힐,6,8,42760-14,47.19,691-45,42760,5,,,
7,"4,600",2004,2017,태기로,00010,00006,42760,01,0,3228037,봉평면 무이리,0829,0000,42760,34026,1,평창코업스위트하우스,6,12,42760-19,30.51,829,42760,5,,,
8,"4,450",2004,2017,태기로,00010,00006,42760,01,0,3228037,봉평면 무이리,0829,0000,42760,34026,1,평창코업스위트하우스,6,12,42760-19,30.51,829,42760,7,,,
9,"8,000",1993,2017,청송로,00074,00000,42760,01,0,3228026,진부면 하진부리,0166,0003,42760,36021,1,시대,6,1,42760-11,63.69,166-3,42760,13,,,
10,"7,900",1993,2017,청송로,00074,00000,42760,01,0,3228026,진부면 하진부리,0166,0003,42760,36021,1,시대,6,7,42760-11,63.69,166-3,42760,5,,,
11,"8,000",1993,2017,청송로,00074,00000,42760,01,0,3228026,진부면 하진부리,0166,0003,42760,36021,1,시대,6,29,42760-11,62.85,166-3,42760,9,,,
12,"7,500",1995,2017,송정택지1길,00035,00000,42760,01,0,4484226,진부면 송정리,2537,0000,42760,36023,1,석미,6,8,42760-21,54.72,2537,42760,1,,,
