,거래금액,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,지번,지역코드,층,해제사유발생일,해제여부,"1동,2동"
0,"19,800",2009,2017,읍마북로,00003,00000,42730,01,0,3226062,횡성읍 읍상리,0609,0000,42730,25021,1,이안횡성,6,22,42730-73,84.5141,609,42730,12,,,
1,"8,100",1997,2017,교항북로,00020,00000,42730,01,0,3226007,횡성읍 읍하리,0442,0000,42730,25022,1,서도1차아파트,6,2,42730-4,57.24,442,42730,13,,,
2,"10,000",2001,2017,읍하로25번길,00017,00000,42730,01,0,4478423,횡성읍 읍하리,0500,0000,42730,25022,1,금광포란채,6,4,42730-20,59.98,500,42730,3,,,
3,"6,700",1995,2017,문화체육로,00010,00000,42730,01,0,3226022,횡성읍 읍하리,0395,0002,42730,25022,1,횡성원흥(2차),6,5,42730-11,52.95,395-2,42730,4,,,
4,"13,305",1998,2017,삼일로,00050,00000,42730,01,0,3226029,횡성읍 읍하리,0518,0000,42730,25022,1,대동황토방,6,8,42730-2,84.93,518,42730,15,,,
5,"14,400",1998,2017,삼일로,00050,00000,42730,01,0,3226029,횡성읍 읍하리,0518,0000,42730,25022,1,대동황토방,6,12,42730-2,84.93,518,42730,5,,,
6,"9,050",2001,2017,읍하로25번길,00017,00000,42730,01,0,4478423,횡성읍 읍하리,0500,0000,42730,25022,1,금광포란채,6,12,42730-20,59.98,500,42730,1,,,
7,"13,500",1998,2017,삼일로,00050,00000,42730,01,0,3226029,횡성읍 읍하리,0518,0000,42730,25022,1,대동황토방,6,13,42730-2,84.93,518,42730,12,,,
8,"6,800",1995,2017,문화체육로,00010,00000,42730,01,0,3226022,횡성읍 읍하리,0395,0002,42730,25022,1,횡성원흥(2차),6,15,42730-11,58.31,395-2,42730,2,,,
9,"11,800",2001,2017,읍하로25번길,00017,00000,42730,01,0,4478423,횡성읍 읍하리,0500,0000,42730,25022,1,금광포란채,6,22,42730-20,70.59,500,42730,5,,,
10,"10,500",2001,2017,읍하로25번길,00017,00000,42730,01,0,4478423,횡성읍 읍하리,0500,0000,42730,25022,1,금광포란채,6,29,42730-20,70.59,500,42730,1,,,
11,"12,000",2001,2017,읍하로25번길,00017,00000,42730,01,0,4478423,횡성읍 읍하리,0500,0000,42730,25022,1,금광포란채,6,30,42730-20,70.59,500,42730,10,,,
12,"8,000",1992,2017,화성로,00045,00000,42730,01,0,3226092,횡성읍 북천리,0137,0005,42730,25023,1,영진(A동),6,21,42730-13,89.91,137-5,42730,3,,,
13,"2,500",1988,2017,북천로,00007,00000,42730,01,0,3226027,횡성읍 북천리,0115,0048,42730,25023,1,중앙,6,29,42730-14,37.14,115-48,42730,5,,,
14,"17,500",2007,2017,교항북로,00017,00000,42730,01,0,3226007,횡성읍 교항리,0109,0000,42730,25035,1,횡성보람더하임,6,12,42730-71,84.888,109,42730,1,,,
15,"5,000",1998,2017,입석로,00034,00000,42730,01,0,3226069,횡성읍 입석리,0161,0001,42730,25036,1,서도2차,6,12,42730-16,39.97,161-1,42730,8,,,
16,"7,200",1999,2017,경강로둔방5길,00008,00000,42730,01,0,4478057,둔내면 둔방내리,0589,0000,42730,33022,1,경림,6,11,42730-21,58.189,589,42730,14,,,
17,"8,600",1999,2017,경강로둔방5길,00012,00000,42730,00,,4478057,둔내면 둔방내리,0589,0000,42730,33022,1,경림,6,21,42730-21,59.19,589,42730,7,,,
18,"4,540",1999,2017,경강로둔방5길,00008,00000,42730,01,0,4478057,둔내면 둔방내리,0589,0000,42730,33022,1,경림,6,22,42730-21,37.491,589,42730,2,,,
19,"4,500",1999,2017,경강로둔방5길,00012,00000,42730,00,,4478057,둔내면 둔방내리,0589,0000,42730,33022,1,경림,6,28,42730-21,37.32,589,42730,6,,,
