,거래금액,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,지번,지역코드,층,해제사유발생일,해제여부,"1동,2동"
0,"23,800",2002,2017,문화로101번길,00009,00000,41610,01,0,4433215,경안동,0157,0002,41610,10100,1,푸르지오,3,11,41610-4,59.9211,157-2,41610,4,,,
1,"21,800",2000,2017,경안로,00106,00000,41610,01,,3211001,경안동,0185,0001,41610,10100,1,해태,3,12,41610-3,59.01,185-1,41610,15,,,
2,"23,700",2000,2017,경충대로1422번길,00041,00000,41610,01,0,4433033,쌍령동,0353,0009,41610,10200,1,쌍령 현대아파트,3,1,41610-6,84.995,353-9,41610,4,,,
3,"23,600",2000,2017,경충대로1422번길,00041,00000,41610,01,0,4433033,쌍령동,0353,0009,41610,10200,1,쌍령 현대아파트,3,6,41610-6,104.683,353-9,41610,9,,,
4,"24,000",2003,2017,경충대로1422번길,00042,00000,41610,01,0,4433033,쌍령동,0360,0001,41610,10200,1,현대모닝사이드2,3,9,41610-40,84.9014,360-1,41610,6,,,
5,"19,400",2001,2017,경충대로1422번길,00025,00000,41610,01,0,4433033,쌍령동,0337,0000,41610,10200,1,동성1,3,13,41610-5,59.93,337,41610,7,,,
6,"29,500",2000,2017,경충대로1422번길,00041,00000,41610,01,0,4433033,쌍령동,0353,0009,41610,10200,1,쌍령 현대아파트,3,15,41610-6,149.953,353-9,41610,8,,,
7,"28,500",2013,2017,경충대로,01498,00000,41610,01,0,2012002,쌍령동,0501,0000,41610,10200,1,서희스타힐스,3,15,41610-3395,84.98,501,41610,4,,,
8,"23,700",2000,2017,경충대로1422번길,00041,00000,41610,01,0,4433033,쌍령동,0353,0009,41610,10200,1,쌍령 현대아파트,3,18,41610-6,104.683,353-9,41610,17,,,
9,"29,500",2001,2017,경충대로1422번길,00025,00000,41610,01,0,4433033,쌍령동,0337,0000,41610,10200,1,동성1,3,19,41610-5,134.76,337,41610,10,,,
10,"18,500",2001,2017,경충대로1422번길,00025,00000,41610,01,0,4433033,쌍령동,0337,0000,41610,10200,1,동성1,3,25,41610-5,59.93,337,41610,2,,,
11,"30,000",2004,2017,경안천로,00129,00000,41610,01,0,3203005,송정동,0560,0000,41610,10300,1,브라운스톤,3,4,41610-48,123.4,560,41610,4,,,
12,"28,500",2010,2017,경안천로,00145,00000,41610,01,0,3203005,송정동,0574,0000,41610,10300,1,금강펜테리움2단지,3,6,41610-2207,84.9584,574,41610,10,,,
13,"26,800",2010,2017,경안천로,00159,00000,41610,01,0,3203005,송정동,0573,0000,41610,10300,1,금강펜테리움1단지,3,14,41610-2206,84.9584,573,41610,7,,,
14,"30,000",2004,2017,경안천로,00129,00000,41610,01,0,3203005,송정동,0560,0000,41610,10300,1,브라운스톤,3,15,41610-48,137.35,560,41610,8,,,
15,"23,300",1995,2017,송정로,00069,00000,41610,00,,3211032,송정동,0580,0000,41610,10300,1,나산,3,21,41610-1,84.75,580,41610,9,,,
16,"27,000",2001,2017,송정로,00039,00000,41610,03,0,3211032,송정동,0596,0012,41610,10300,1,파라다이스,3,22,41610-13,84.991,596-12,41610,7,,,
17,"28,500",2010,2017,경안천로,00091,00000,41610,01,0,3203005,송정동,0575,0000,41610,10300,1,우림필유,3,22,41610-2212,84.7629,575,41610,5,,,
18,"32,800",2001,2017,송정로,00039,00000,41610,03,0,3211032,송정동,0596,0012,41610,10300,1,파라다이스,3,22,41610-13,126.662,596-12,41610,21,,,
19,"33,000",2001,2017,송정로,00039,00000,41610,03,0,3211032,송정동,0596,0012,41610,10300,1,파라다이스,3,23,41610-13,126.662,596-12,41610,21,,,
20,"27,800",2001,2017,송정로,00039,00000,41610,03,0,3211032,송정동,0596,0012,41610,10300,1,파라다이스,3,23,41610-13,84.991,596-12,41610,21,,,
21,"27,200",2010,2017,경안천로,00159,00000,41610,01,0,3203005,송정동,0573,0000,41610,10300,1,금강펜테리움1단지,3,25,41610-2206,84.9584,573,41610,5,,,
22,"30,800",2010,2017,경안천로,00091,00000,41610,01,0,3203005,송정동,0575,0000,41610,10300,1,우림필유,3,25,41610-2212,84.7629,575,41610,3,,,
23,"25,000",2010,2017,경안천로,00159,00000,41610,01,0,3203005,송정동,0573,0000,41610,10300,1,금강펜테리움1단지,3,29,41610-2206,84.9584,573,41610,2,,,
24,"17,080",2004,2017,행정타운로,00082,00000,41610,02,0,3211027,회덕동,0441,0000,41610,10400,1,대주파크빌,3,5,41610-66,59.768,441,41610,2,,,
25,"25,500",2002,2017,행정타운로,00123,00000,41610,02,0,3211027,회덕동,0295,0003,41610,10400,1,벽산블루밍,3,21,41610-10,84.819,295-3,41610,7,,,
26,"20,000",2002,2017,행정타운로,00123,00000,41610,02,0,3211027,회덕동,0295,0003,41610,10400,1,벽산블루밍,3,21,41610-10,59.809,295-3,41610,6,,,
27,"21,800",2002,2017,행정타운로,00123,00000,41610,02,0,3211027,회덕동,0295,0003,41610,10400,1,벽산블루밍,3,22,41610-10,59.809,295-3,41610,11,,,
28,"17,300",2004,2017,행정타운로,00082,00000,41610,02,0,3211027,회덕동,0441,0000,41610,10400,1,대주파크빌,3,25,41610-66,59.768,441,41610,8,,,
29,"26,500",2002,2017,행정타운로,00123,00000,41610,02,0,3211027,회덕동,0295,0003,41610,10400,1,벽산블루밍,3,27,41610-10,84.819,295-3,41610,12,,,
30,"19,300",1994,2017,파발로,00201,00000,41610,03,0,3211043,탄벌동,0037,0000,41610,10500,1,산호,3,1,41610-12,59.705,37,41610,17,,,
31,"23,800",1996,2017,벌원길,00082,00000,41610,00,0,4433228,탄벌동,0701,0001,41610,10500,1,동보,3,2,41610-11,84.91,701-1,41610,5,,,
32,"19,500",1996,2017,벌원길,00082,00000,41610,00,0,4433228,탄벌동,0701,0001,41610,10500,1,동보,3,11,41610-11,59.84,701-1,41610,17,,,
33,"20,300",1994,2017,파발로,00201,00000,41610,03,0,3211043,탄벌동,0037,0000,41610,10500,1,산호,3,24,41610-12,84.87,37,41610,19,,,
34,"19,930",1996,2017,벌원길,00082,00000,41610,00,0,4433228,탄벌동,0701,0001,41610,10500,1,동보,3,25,41610-11,59.84,701-1,41610,18,,,
35,"38,500",2000,2017,벌원길,00063,00000,41610,01,0,4433228,탄벌동,0040,0000,41610,10500,1,현대,3,30,41610-14,134.806,40,41610,18,,,
36,"25,000",2005,2017,탄벌길,00060,00000,41610,01,0,4433463,탄벌동,0762,0000,41610,10500,1,우림루미아트,3,30,41610-1553,84.5438,762,41610,5,,,
37,"33,500",2004,2017,고불로,00453,00000,41610,01,0,3211002,삼동,0504,0000,41610,10700,1,우남퍼스트빌,3,4,41610-49,84.902,504,41610,14,,,
38,"30,000",2004,2017,고불로,00453,00000,41610,01,0,3211002,삼동,0504,0000,41610,10700,1,우남퍼스트빌,3,22,41610-49,84.902,504,41610,13,,,
39,"28,000",2000,2017,태봉로,00077,00000,41610,01,0,3211040,태전동,0193,0000,41610,11000,1,성원3,3,2,41610-18,101.88,193,41610,14,,,
40,"31,200",2002,2017,태봉로,00062,00000,41610,01,0,3211040,태전동,0228,0001,41610,11000,1,성원5,3,2,41610-19,109.052,228-1,41610,9,,,
41,"41,000",2010,2017,태봉로,00086,00000,41610,01,0,3211040,태전동,0692,0000,41610,11000,1,태전동우림필유,3,3,41610-2388,101.946,692,41610,14,,,
42,"19,700",1999,2017,태봉로13번길,00006,00000,41610,01,0,4433472,태전동,0667,0000,41610,11000,1,미진,3,6,41610-15,59.88,667,41610,16,,,
