,거래금액,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,지번,지역코드,층,해제사유발생일,해제여부,"1동,2동"
0,"19,600",2017,2017,아산로,00116,00020,44200,00,0,3253052,온천동,1935,0000,44200,10100,1,아산온천미소지움아파트,12,5,44200-661,59.9673,1935,44200,16,,,
1,"9,000",1995,2017,시민로,00485,00000,44200,01,0,3253047,온천동,1235,0000,44200,10100,1,일성,12,8,44200-6,59.72,1235,44200,2,,,
2,"19,000",2016,2017,아산로,00116,00021,44200,01,0,3253052,온천동,1928,0000,44200,10100,1,아산반도유보라,12,10,44200-638,59.9958,1928,44200,7,,,
3,"21,000",2006,2017,남산로,00126,00000,44200,01,0,3253010,온천동,1910,0000,44200,10100,1,힐스테이트,12,13,44200-494,84.99,1910,44200,1,,,
4,"19,500",2016,2017,아산로,00116,00021,44200,01,0,3253052,온천동,1928,0000,44200,10100,1,아산반도유보라,12,14,44200-638,59.9885,1928,44200,8,,,
5,"19,600",2017,2017,아산로,00116,00020,44200,00,0,3253052,온천동,1935,0000,44200,10100,1,아산온천미소지움아파트,12,20,44200-661,59.9673,1935,44200,7,,,
6,"18,700",2016,2017,아산로,00116,00021,44200,01,0,3253052,온천동,1928,0000,44200,10100,1,아산반도유보라,12,25,44200-638,59.9958,1928,44200,5,,,
7,"22,150",2017,2017,아산로,00116,00020,44200,00,0,3253052,온천동,1935,0000,44200,10100,1,아산온천미소지움아파트,12,27,44200-661,74.9754,1935,44200,19,,,
8,"22,800",2006,2017,남산로,00126,00000,44200,01,0,3253010,온천동,1910,0000,44200,10100,1,힐스테이트,12,29,44200-494,84.955,1910,44200,10,,,
9,"18,000",2006,2017,아산로117번길,00017,00000,44200,01,0,4559483,실옥동,0537,0000,44200,10200,1,대우푸르지오,12,4,44200-495,84.988,537,44200,10,,,
10,"17,500",2006,2017,아산로117번길,00017,00000,44200,01,0,4559483,실옥동,0537,0000,44200,10200,1,대우푸르지오,12,11,44200-495,84.988,537,44200,4,,,
11,"10,800",1999,2017,아산로,00103,00017,44200,02,0,3253052,실옥동,0156,0024,44200,10200,1,중부팬더,12,16,44200-9,77.665,156-24,44200,3,,,
12,"13,700",1996,2017,문화로,00033,00010,44200,02,0,3253090,실옥동,0169,0003,44200,10200,1,벽산,12,21,44200-8,84.83,169-3,44200,7,,,
13,"18,500",2006,2017,아산로117번길,00017,00000,44200,01,0,4559483,실옥동,0537,0000,44200,10200,1,대우푸르지오,12,21,44200-495,84.988,537,44200,11,,,
14,"9,100",1996,2017,문화로,00033,00010,44200,02,0,3253090,실옥동,0169,0003,44200,10200,1,벽산,12,27,44200-8,59.82,169-3,44200,15,,,
15,"11,500",1999,2017,아산로,00103,00017,44200,02,0,3253052,실옥동,0156,0024,44200,10200,1,중부팬더,12,30,44200-9,84.845,156-24,44200,5,,,
16,"18,500",2006,2017,아산로117번길,00017,00000,44200,01,0,4559483,실옥동,0537,0000,44200,10200,1,대우푸르지오,12,30,44200-495,84.988,537,44200,15,,,
17,"8,300",1997,2017,온천대로,01315,00000,44200,02,0,3015033,방축동,0150,0003,44200,10300,1,한성,12,3,44200-59,53.28,150-3,44200,11,,,
18,"6,000",1997,2017,온천대로,01315,00000,44200,02,0,3015033,방축동,0150,0003,44200,10300,1,한성,12,3,44200-59,39.15,150-3,44200,7,,,
19,"6,700",1990,2017,방축로,00021,00000,44200,02,0,3253026,방축동,0057,0006,44200,10300,1,주공,12,4,44200-15,47.01,57-6,44200,1,,,
20,"17,500",2006,2017,번영로,00015,00000,44200,03,0,3253091,방축동,0707,0000,44200,10300,1,아산삼환나우빌,12,5,44200-507,84.8983,707,44200,9,,,
21,"13,200",1997,2017,온천대로1333번길,00010,00000,44200,02,0,4559602,방축동,0140,0007,44200,10300,1,동아2,12,8,44200-12,84.96,140-7,44200,10,,,
22,"13,000",1997,2017,온천대로1333번길,00007,00000,44200,02,0,4559602,방축동,0140,0004,44200,10300,1,동아나래,12,12,44200-13,84.96,140-4,44200,1,,,
23,"12,500",1997,2017,온천대로1333번길,00007,00000,44200,02,0,4559602,방축동,0140,0004,44200,10300,1,동아나래,12,18,44200-13,84.96,140-4,44200,18,,,
24,"13,000",1997,2017,온천대로1333번길,00007,00000,44200,02,0,4559602,방축동,0140,0004,44200,10300,1,동아나래,12,19,44200-13,84.96,140-4,44200,1,,,
25,"11,000",1991,2017,방축로,00008,00000,44200,02,0,3253026,방축동,0055,0011,44200,10300,1,현대,12,30,44200-16,73.26,55-11,44200,1,,,
26,"13,300",2016,2017,법곡길,00000,00000,44200,01,0,4559231,법곡동,0333,0000,44200,10700,1,법곡동KD아람채,12,2,44200-657,45.0558,333,44200,4,,,
27,"15,000",2016,2017,법곡길,00008,00000,44200,01,0,4559231,법곡동,0327,0000,44200,10700,1,코아루더파크,12,11,44200-637,59.9409,327,44200,5,,,
28,"15,700",2016,2017,법곡길,00008,00000,44200,01,0,4559231,법곡동,0327,0000,44200,10700,1,코아루더파크,12,12,44200-637,59.9828,327,44200,15,,,
29,"17,400",2016,2017,법곡길,00008,00000,44200,01,0,4559231,법곡동,0327,0000,44200,10700,1,코아루더파크,12,31,44200-637,59.9409,327,44200,12,,,
30,"5,100",2004,2017,외암로,01247,00000,44200,03,0,3015034,장존동,0305,0000,44200,10800,1,청솔,12,1,44200-63,39.994,305,44200,3,,,
31,"9,400",2004,2017,외암로,01247,00000,44200,03,0,3015034,장존동,0305,0000,44200,10800,1,청솔,12,12,44200-63,59.988,305,44200,10,,,
32,"5,200",2004,2017,외암로,01247,00000,44200,03,0,3015034,장존동,0305,0000,44200,10800,1,청솔,12,16,44200-63,39.994,305,44200,12,,,
33,"8,100",2004,2017,외암로,01247,00000,44200,03,0,3015034,장존동,0305,0000,44200,10800,1,청솔,12,26,44200-63,59.988,305,44200,4,,,
34,"7,800",1995,2017,고불로,00669,00000,44200,01,0,3015030,좌부동,0084,0000,44200,10900,1,초원설화타운2,12,1,44200-18,59.88,84,44200,1,,,
35,"8,200",1995,2017,고불로,00669,00000,44200,01,0,3015030,좌부동,0084,0000,44200,10900,1,초원설화타운2,12,9,44200-18,59.88,84,44200,8,,,
36,"4,600",1994,2017,고불로,00667,00000,44200,01,0,3015030,좌부동,0084,0003,44200,10900,1,초원설화타운1,12,18,44200-17,39.78,84-3,44200,7,,,
37,"13,200",2000,2017,어의정로183번길,00014,00000,44200,01,0,4559539,풍기동,0229,0071,44200,11100,1,주은,12,1,44200-21,59.52,229-71,44200,12,,,
38,"8,500",2000,2017,어의정로183번길,00014,00000,44200,01,0,4559539,풍기동,0229,0071,44200,11100,1,주은,12,4,44200-21,39.78,229-71,44200,2,,,
39,"26,000",2008,2017,남부로,00321,00008,44200,02,0,3253009,풍기동,0447,0000,44200,11100,1,현대아이파크(아),12,8,44200-528,117.707,447,44200,12,,,
40,"8,950",2000,2017,어의정로183번길,00014,00000,44200,01,0,4559539,풍기동,0229,0071,44200,11100,1,주은,12,9,44200-21,39.78,229-71,44200,11,,,
41,"34,000",2008,2017,남부로,00321,00008,44200,02,0,3253009,풍기동,0447,0000,44200,11100,1,현대아이파크(아),12,9,44200-528,143.313,447,44200,20,,,
42,"23,300",2017,2017,어의정로,00184,00000,44200,00,0,3253062,풍기동,0514,0000,44200,11100,1,아산 풍기 이지더원1차아파트,12,10,,72.572,514,44200,19,,,
43,"8,500",2000,2017,어의정로183번길,00014,00000,44200,01,0,4559539,풍기동,0229,0071,44200,11100,1,주은,12,13,44200-21,39.78,229-71,44200,15,,,
44,"10,950",2000,2017,어의정로183번길,00014,00000,44200,01,0,4559539,풍기동,0229,0071,44200,11100,1,주은,12,13,44200-21,59.52,229-71,44200,18,,,
45,"11,200",2000,2017,어의정로183번길,00014,00000,44200,01,0,4559539,풍기동,0229,0071,44200,11100,1,주은,12,14,44200-21,59.52,229-71,44200,15,,,
46,"19,500",2008,2017,남부로,00353,00000,44200,02,0,3253009,풍기동,0440,0000,44200,11100,1,동일하이빌(아),12,15,44200-527,84.9656,440,44200,14,,,
47,"23,000",2008,2017,남부로,00353,00000,44200,02,0,3253009,풍기동,0440,0000,44200,11100,1,동일하이빌(아),12,16,44200-527,119.5101,440,44200,3,,,
48,"23,300",2017,2017,어의정로,00184,00000,44200,00,0,3253062,풍기동,0514,0000,44200,11100,1,아산 풍기 이지더원1차아파트,12,16,,72.572,514,44200,21,,,
49,"22,200",2017,2017,어의정로,00184,00000,44200,00,0,3253062,풍기동,0514,0000,44200,11100,1,아산 풍기 이지더원1차아파트,12,20,,72.572,514,44200,20,,,
50,"22,550",2017,2017,어의정로,00184,00000,44200,00,0,3253062,풍기동,0514,0000,44200,11100,1,아산 풍기 이지더원1차아파트,12,21,,72.572,514,44200,21,,,
51,"23,600",2008,2017,남부로,00321,00008,44200,02,0,3253009,풍기동,0447,0000,44200,11100,1,현대아이파크(아),12,22,44200-528,84.784,447,44200,19,,,
52,"23,700",2017,2017,어의정로,00184,00000,44200,00,0,3253062,풍기동,0514,0000,44200,11100,1,아산 풍기 이지더원1차아파트,12,26,,72.159,514,44200,18,,,
53,"17,700",2008,2017,남부로,00353,00000,44200,02,0,3253009,풍기동,0440,0000,44200,11100,1,동일하이빌(아),12,28,44200-527,84.9656,440,44200,1,,,
