,거래금액,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,지번,지역코드,층,해제사유발생일,해제여부,"1동,2동"
0,"8,400",2003,2017,정상로,00081,00000,42230,00,0,3224027,교동,0757,0000,42230,10600,1,교동청솔2차,2,1,42230-75,59.85,757,42230,9,,,
1,"23,100",2014,2017,교동로,00097,00000,42230,02,0,3223002,교동,0781,0000,42230,10600,1,코아루타워,2,1,42230-233,84.92,781,42230,12,,,
2,"9,500",2005,2017,교동로,00133,00000,42230,00,0,3223002,교동,0733,0001,42230,10600,1,교동코아루,2,1,42230-204,60,733-1,42230,11,,,
3,"8,700",2003,2017,정상로,00081,00000,42230,00,0,3224027,교동,0757,0000,42230,10600,1,교동청솔2차,2,6,42230-75,59.85,757,42230,7,,,
4,"12,500",1998,2017,정상로,00090,00000,42230,01,0,3224027,교동,0745,0001,42230,10600,1,신동아,2,7,42230-18,59.895,745-1,42230,2,,,
5,"8,300",1996,2017,동해대로,04273,00000,42230,01,0,2000023,교동,0501,0005,42230,10600,1,동부,2,9,42230-17,59.83,501-5,42230,5,,,
6,"8,400",2003,2017,정상로,00081,00000,42230,00,0,3224027,교동,0757,0000,42230,10600,1,교동청솔2차,2,10,42230-75,59.85,757,42230,9,,,
7,"9,500",2005,2017,교동로,00133,00000,42230,00,0,3223002,교동,0733,0001,42230,10600,1,교동코아루,2,13,42230-204,60,733-1,42230,6,,,
8,"7,800",1996,2017,동해대로,04273,00000,42230,01,0,2000023,교동,0501,0005,42230,10600,1,동부,2,15,42230-17,59.83,501-5,42230,5,,,
9,"8,300",2003,2017,정상로,00081,00000,42230,00,0,3224027,교동,0757,0000,42230,10600,1,교동청솔2차,2,20,42230-75,59.85,757,42230,3,,,
10,"9,500",2005,2017,교동로,00133,00000,42230,00,0,3223002,교동,0733,0001,42230,10600,1,교동코아루,2,20,42230-204,60,733-1,42230,7,,,
11,"8,500",2003,2017,정상로,00081,00000,42230,00,0,3224027,교동,0757,0000,42230,10600,1,교동청솔2차,2,24,42230-75,59.85,757,42230,14,,,
12,"8,900",2003,2017,정상로,00081,00000,42230,00,0,3224027,교동,0757,0000,42230,10600,1,교동청솔2차,2,27,42230-75,59.85,757,42230,6,,,
13,"2,200",1995,2017,마달1길,00075,00000,42230,01,0,4472121,마달동,0053,0004,42230,11000,1,누가,2,9,42230-76,27.18,53-4,42230,5,,,
14,"2,500",1995,2017,마달1길,00075,00000,42230,01,0,4472121,마달동,0053,0004,42230,11000,1,누가,2,19,42230-76,27.18,53-4,42230,3,,,
15,"16,000",2015,2017,엑스포로,00173,00000,42230,03,0,3224037,건지동,0176,0000,42230,11700,1,코아루플러스,2,2,42230-240,59.821,176,42230,10,,,
16,"3,500",1988,2017,남양길,00063,00024,42230,01,0,4472053,남양동,0348,0003,42230,12000,1,백조임대(348-3),2,7,42230-52,35.7,348-3,42230,2,,,
17,"8,800",1994,2017,남양길,00014,00017,42230,00,0,4472053,남양동,0338,0000,42230,12000,1,동화3차,2,14,42230-3,59.34,338,42230,7,,,
18,"6,000",1986,2017,남양길,00063,00040,42230,01,0,4472053,남양동,0348,0000,42230,12000,1,선창,2,14,42230-30,55.77,348,42230,3,,,
19,"3,500",1988,2017,남양안길,00076,00000,42230,01,0,4472054,남양동,0348,0002,42230,12000,1,한흥3,2,20,42230-12,48.57,348-2,42230,4,,,
20,"4,000",1988,2017,남양길,00063,00024,42230,01,0,4472053,남양동,0348,0007,42230,12000,1,백조임대(348-7),2,22,42230-218,49.44,348-7,42230,5,,,
